id,state,Brand
01,Alabama,C
02,Alaska,C
04,Arizona,C
05,Arkansas,C
06,California,C
08,Colorado,C
09,Connecticut,C
10,Delaware,C
11,Florida,A
12,Georgia,A
13,Hawaii,A
16,Idaho,C
17,Illinois,A
18,Indiana,B
19,Iowa,B
20,Kansas,A
21,Kentucky,A
22,Louisiana,A
23,Maine,C
24,Maryland,C
25,Massachusetts,A
26,Michigan,C
27,Minnesota,C
28,Mississippi,C
29,Missouri,C
30,Montana,B
31,Nebraska,B
32,Nevada,C
33,New Hampshire,B
34,New Jersey,C
35,New Mexico,B
36,New York,C
37,North Carolina,B
38,North Dakota,B
39,Ohio,A
40,Oklahoma,A
41,Oregon,C
42,Pennsylvania,C
44,Rhode Island,B
45,South Carolina,B
46,South Dakota,C
47,Tennessee,B
48,Texas,B
49,Utah,A
50,Vermont,C
51,Virginia,A
53,Washington,C
54,West Virginia,B
55,Wisconsin,A
56,Wyoming,B
