id,state,Brand
01,Alabama,A
02,Alaska,A
04,Arizona,A
05,Arkansas,A
06,California,A
08,Colorado,C
09,Connecticut,B
10,Delaware,A
11,Florida,B
12,Georgia,A
13,Hawaii,B
16,Idaho,C
17,Illinois,B
18,Indiana,C
19,Iowa,A
20,Kansas,C
21,Kentucky,A
22,Louisiana,C
23,Maine,A
24,Maryland,A
25,Massachusetts,A
26,Michigan,A
27,Minnesota,B
28,Mississippi,C
29,Missouri,B
30,Montana,C
31,Nebraska,A
32,Nevada,C
33,New Hampshire,B
34,New Jersey,C
35,New Mexico,C
36,New York,B
37,North Carolina,A
38,North Dakota,A
39,Ohio,C
40,Oklahoma,C
41,Oregon,A
42,Pennsylvania,A
44,Rhode Island,A
45,South Carolina,B
46,South Dakota,C
47,Tennessee,B
48,Texas,A
49,Utah,C
50,Vermont,B
51,Virginia,B
53,Washington,A
54,West Virginia,C
55,Wisconsin,B
56,Wyoming,A
