id,state,Brand
01,Alabama,B
02,Alaska,B
04,Arizona,B
05,Arkansas,B
06,California,B
08,Colorado,B
09,Connecticut,B
10,Delaware,B
11,Florida,B
12,Georgia,B
13,Hawaii,B
16,Idaho,A
17,Illinois,B
18,Indiana,C
19,Iowa,C
20,Kansas,B
21,Kentucky,A
22,Louisiana,A
23,Maine,A
24,Maryland,A
25,Massachusetts,B
26,Michigan,B
27,Minnesota,C
28,Mississippi,B
29,Missouri,A
30,Montana,C
31,Nebraska,B
32,Nevada,B
33,New Hampshire,C
34,New Jersey,B
35,New Mexico,C
36,New York,B
37,North Carolina,B
38,North Dakota,B
39,Ohio,A
40,Oklahoma,A
41,Oregon,A
42,Pennsylvania,C
44,Rhode Island,A
45,South Carolina,B
46,South Dakota,B
47,Tennessee,B
48,Texas,C
49,Utah,A
50,Vermont,B
51,Virginia,B
53,Washington,B
54,West Virginia,C
55,Wisconsin,A
56,Wyoming,B
