id,state,Brand
01,Alabama,A
02,Alaska,A
04,Arizona,A
05,Arkansas,A
06,California,A
08,Colorado,A
09,Connecticut,A
10,Delaware,B
11,Florida,B
12,Georgia,B
13,Hawaii,C
16,Idaho,A
17,Illinois,B
18,Indiana,C
19,Iowa,B
20,Kansas,C
21,Kentucky,A
22,Louisiana,A
23,Maine,A
24,Maryland,A
25,Massachusetts,A
26,Michigan,A
27,Minnesota,C
28,Mississippi,A
29,Missouri,C
30,Montana,B
31,Nebraska,C
32,Nevada,C
33,New Hampshire,B
34,New Jersey,A
35,New Mexico,B
36,New York,A
37,North Carolina,C
38,North Dakota,B
39,Ohio,A
40,Oklahoma,A
41,Oregon,A
42,Pennsylvania,B
44,Rhode Island,A
45,South Carolina,B
46,South Dakota,B
47,Tennessee,B
48,Texas,A
49,Utah,A
50,Vermont,C
51,Virginia,B
53,Washington,A
54,West Virginia,B
55,Wisconsin,A
56,Wyoming,A
