id,state,Brand
01,Alabama,B
02,Alaska,B
04,Arizona,B
05,Arkansas,B
06,California,B
08,Colorado,B
09,Connecticut,B
10,Delaware,C
11,Florida,C
12,Georgia,A
13,Hawaii,C
16,Idaho,C
17,Illinois,C
18,Indiana,B
19,Iowa,C
20,Kansas,B
21,Kentucky,A
22,Louisiana,C
23,Maine,B
24,Maryland,C
25,Massachusetts,B
26,Michigan,C
27,Minnesota,C
28,Mississippi,A
29,Missouri,B
30,Montana,A
31,Nebraska,A
32,Nevada,A
33,New Hampshire,A
34,New Jersey,B
35,New Mexico,C
36,New York,B
37,North Carolina,B
38,North Dakota,B
39,Ohio,B
40,Oklahoma,C
41,Oregon,A
42,Pennsylvania,B
44,Rhode Island,A
45,South Carolina,A
46,South Dakota,A
47,Tennessee,A
48,Texas,A
49,Utah,B
50,Vermont,B
51,Virginia,B
53,Washington,C
54,West Virginia,C
55,Wisconsin,B
56,Wyoming,A
