id,state,Brand
01,Alabama,A
02,Alaska,A
04,Arizona,A
05,Arkansas,A
06,California,A
08,Colorado,A
09,Connecticut,A
10,Delaware,A
11,Florida,A
12,Georgia,A
13,Hawaii,B
16,Idaho,A
17,Illinois,B
18,Indiana,C
19,Iowa,C
20,Kansas,A
21,Kentucky,A
22,Louisiana,A
23,Maine,A
24,Maryland,C
25,Massachusetts,C
26,Michigan,C
27,Minnesota,C
28,Mississippi,A
29,Missouri,A
30,Montana,B
31,Nebraska,A
32,Nevada,A
33,New Hampshire,C
34,New Jersey,B
35,New Mexico,B
36,New York,C
37,North Carolina,B
38,North Dakota,A
39,Ohio,B
40,Oklahoma,B
41,Oregon,C
42,Pennsylvania,C
44,Rhode Island,B
45,South Carolina,A
46,South Dakota,C
47,Tennessee,C
48,Texas,B
49,Utah,B
50,Vermont,B
51,Virginia,B
53,Washington,A
54,West Virginia,C
55,Wisconsin,A
56,Wyoming,A
