id,state,Brand
01,Alabama,B
02,Alaska,B
04,Arizona,B
05,Arkansas,B
06,California,B
08,Colorado,B
09,Connecticut,B
10,Delaware,B
11,Florida,B
12,Georgia,B
13,Hawaii,B
16,Idaho,B
17,Illinois,B
18,Indiana,B
19,Iowa,B
20,Kansas,B
21,Kentucky,B
22,Louisiana,B
23,Maine,B
24,Maryland,B
25,Massachusetts,B
26,Michigan,B
27,Minnesota,B
28,Mississippi,B
29,Missouri,B
30,Montana,B
31,Nebraska,B
32,Nevada,B
33,New Hampshire,B
34,New Jersey,B
35,New Mexico,B
36,New York,B
37,North Carolina,B
38,North Dakota,B
39,Ohio,B
40,Oklahoma,B
41,Oregon,B
42,Pennsylvania,B
44,Rhode Island,B
45,South Carolina,B
46,South Dakota,B
47,Tennessee,B
48,Texas,B
49,Utah,B
50,Vermont,B
51,Virginia,B
53,Washington,B
54,West Virginia,B
55,Wisconsin,B
56,Wyoming,B
