id,state,Brand
01,Alabama,C
02,Alaska,C
04,Arizona,C
05,Arkansas,C
06,California,C
08,Colorado,C
09,Connecticut,C
10,Delaware,C
11,Florida,C
12,Georgia,C
13,Hawaii,C
16,Idaho,C
17,Illinois,C
18,Indiana,B
19,Iowa,C
20,Kansas,B
21,Kentucky,B
22,Louisiana,C
23,Maine,B
24,Maryland,A
25,Massachusetts,A
26,Michigan,A
27,Minnesota,C
28,Mississippi,C
29,Missouri,C
30,Montana,A
31,Nebraska,A
32,Nevada,C
33,New Hampshire,A
34,New Jersey,A
35,New Mexico,A
36,New York,A
37,North Carolina,B
38,North Dakota,B
39,Ohio,C
40,Oklahoma,C
41,Oregon,A
42,Pennsylvania,C
44,Rhode Island,A
45,South Carolina,B
46,South Dakota,B
47,Tennessee,A
48,Texas,C
49,Utah,B
50,Vermont,A
51,Virginia,C
53,Washington,A
54,West Virginia,B
55,Wisconsin,B
56,Wyoming,A
