id,state,Brand
01,Alabama,A
02,Alaska,A
04,Arizona,A
05,Arkansas,A
06,California,A
08,Colorado,A
09,Connecticut,B
10,Delaware,A
11,Florida,A
12,Georgia,B
13,Hawaii,A
16,Idaho,C
17,Illinois,B
18,Indiana,C
19,Iowa,C
20,Kansas,C
21,Kentucky,B
22,Louisiana,C
23,Maine,C
24,Maryland,B
25,Massachusetts,B
26,Michigan,B
27,Minnesota,A
28,Mississippi,A
29,Missouri,B
30,Montana,A
31,Nebraska,A
32,Nevada,A
33,New Hampshire,A
34,New Jersey,A
35,New Mexico,A
36,New York,C
37,North Carolina,A
38,North Dakota,A
39,Ohio,B
40,Oklahoma,B
41,Oregon,A
42,Pennsylvania,A
44,Rhode Island,A
45,South Carolina,B
46,South Dakota,A
47,Tennessee,A
48,Texas,A
49,Utah,B
50,Vermont,C
51,Virginia,B
53,Washington,C
54,West Virginia,A
55,Wisconsin,B
56,Wyoming,B
