region_index,income,sector
3.5779,8.1315,Services
4.625,5.4967,Tech
0.34258,16.038,Services
4.0518,0.93224,Manufacturing
3.5084,27.953,Agriculture
6.1908,20.209,Services
6.0073,6.6653,Manufacturing
5.3744,27.16,Agriculture
3.3296,11.722,Agriculture
6.2466,10.656,Tech
8.4531,1.4305,Manufacturing
0.9895,15.656,Manufacturing
4.1101,3.108,Agriculture
0.39358,25.316,Agriculture
4.9626,15.685,Tech
1.8059,26.839,Agriculture
1.4583,21.765,Manufacturing
2.5779,16.94,Agriculture
7.4252,7.3335,Tech
4.4916,3.1019,Services
0.78551,0.1914,Manufacturing
9.1687,27.54,Services
0.8112,7.7509,Services
8.9359,4.4367,Agriculture
5.3982,7.0587,Tech
4.9419,21.147,Agriculture
8.8107,2.9157,Tech
1.2639,10.238,Agriculture
8.0865,8.5475,Tech
0.82529,26.768,Services
8.7286,13.69,Services
0.35037,7.2934,Services
5.3337,29.849,Agriculture
4.9284,19.802,Agriculture
5.3786,13.445,Services
5.122,4.9058,Services
6.1283,12.947,Services
0.36515,10.532,Tech
3.4055,18.893,Agriculture
0.32352,9.4999,Manufacturing
5.431,6.6234,Services
3.5605,26.258,Agriculture
1.8145,18.723,Tech
0.22471,29.346,Agriculture
2.2577,15.662,Manufacturing
3.3081,5.5968,Tech
9.367,12.998,Services
6.7579,17.791,Manufacturing
7.2279,15.818,Services
9.8939,5.1905,Services
8.6524,29.364,Tech
9.1419,16.652,Agriculture
4.9089,8.0679,Manufacturing
9.2203,13.322,Services
0.091205,23.111,Tech
5.8673,23.659,Tech
5.6989,0.62109,Agriculture
7.4311,3.0509,Agriculture
5.2536,14.371,Services
0.15046,10.487,Services
6.5688,26.801,Agriculture
7.2436,29.697,Tech
7.956,9.0816,Manufacturing
9.8316,5.8661,Services
8.5318,13.813,Manufacturing
4.1142,0.32133,Tech
6.9519,20.716,Manufacturing
6.5033,12.39,Agriculture
4.7582,13.92,Manufacturing
0.62979,17.341,Tech
8.3865,18.974,Tech
7.7713,7.6204,Tech
9.1127,20.669,Services
6.3703,8.8574,Manufacturing
0.59714,13.075,Manufacturing
7.4849,8.0263,Agriculture
2.3009,11.96,Services
6.462,3.8117,Tech
7.4807,27.347,Services
6.2555,7.6019,Agriculture
0.61064,12.691,Agriculture
6.7614,29.652,Services
0.24585,18.566,Services
6.5149,11.897,Services
6.5461,0.73159,Agriculture
2.4195,14.349,Tech
0.25554,18.445,Manufacturing
3.1735,17.128,Agriculture
7.8722,18.158,Services
4.4678,16.082,Agriculture
3.2522,22.879,Services
2.1508,7.9141,Manufacturing
9.4657,10.43,Agriculture
6.523,0.81119,Manufacturing
3.6924,22.922,Services
8.4589,11.867,Tech
0.98506,6.248,Agriculture
9.4543,1.3804,Services
2.0326,26.641,Agriculture
6.0719,28.726,Tech
3.8189,17.806,Tech
5.4531,8.4858,Manufacturing
2.0379,9.233,Services
8.4614,7.9879,Manufacturing
4.2579,12.419,Services
5.4167,6.2015,Services
3.9209,18.807,Agriculture
9.7936,25.259,Tech
1.0059,21.207,Agriculture
1.7407,6.5204,Agriculture
2.5834,10.924,Services
2.6011,2.6379,Manufacturing
0.16417,17.379,Services
5.2313,13.957,Tech
3.8299,16.703,Agriculture
9.2073,29.6,Agriculture
9.3092,22.384,Manufacturing
3.4,7.3641,Manufacturing
3.6237,2.4354,Manufacturing
2.4975,23.412,Agriculture
4.4841,29.584,Agriculture
0.7178,3.8528,Agriculture
7.0072,5.1376,Services
6.9031,27.012,Tech
1.765,11.673,Services
0.89895,28.453,Tech
9.3178,12.742,Manufacturing
9.8071,23.342,Agriculture
9.1933,6.0495,Agriculture
8.1732,20.237,Services
2.9363,17.201,Agriculture
6.2695,8.5037,Agriculture
7.2706,0.45469,Agriculture
3.6663,7.7217,Manufacturing
1.4118,8.96,Agriculture
0.20443,7.3981,Manufacturing
3.2974,28.35,Tech
1.8301,11.519,Services
2.4455,15.827,Manufacturing
6.1788,20.557,Tech
9.6645,1.6378,Agriculture
5.2378,0.93512,Services
6.7141,14.187,Tech
2.3447,28.67,Tech
4.7975,10.202,Tech
0.8326,21.685,Manufacturing
9.2146,7.0734,Tech
7.0568,11.305,Services
0.9556,4.4833,Agriculture
3.3483,2.6393,Manufacturing
6.2238,0.92438,Manufacturing
7.2559,19.333,Manufacturing
1.6816,18.396,Tech
3.0918,24.783,Services
5.7641,8.9314,Agriculture
9.759,10.078,Services
3.4835,20.005,Services
5.4495,17.813,Manufacturing
0.52823,10.527,Tech
2.4967,18.825,Agriculture
0.95378,6.6804,Services
2.2155,23.189,Services
5.851,22.682,Agriculture
2.5523,16.737,Services
9.0026,1.0081,Agriculture
5.7262,24.134,Agriculture
3.8239,22.097,Tech
5.469,29.995,Services
7.2724,10.79,Services
0.9433,1.8605,Manufacturing
6.8355,11.973,Manufacturing
5.1597,10.099,Services
3.1011,12.318,Manufacturing
0.24521,0.030259,Manufacturing
5.6514,6.5803,Manufacturing
3.722,17.76,Services
3.2041,24.684,Agriculture
0.23383,1.2535,Manufacturing
8.2973,25.885,Tech
3.2999,12.847,Manufacturing
9.4629,22.356,Manufacturing
9.1924,7.7814,Services
4.2608,24,Tech
3.6523,29.567,Tech
6.0026,8.5124,Tech
5.9699,20.513,Manufacturing
1.1051,23.739,Tech
7.7495,6.2885,Agriculture
0.8654,19.936,Tech
0.1404,9.418,Agriculture
8.1785,19.002,Tech
6.0145,9.1896,Agriculture
2.2986,20.173,Agriculture
6.6344,5.5259,Services
0.62574,13.296,Manufacturing
1.9617,16.294,Services
6.8759,13.909,Tech
8.827,6.8602,Services
8.0673,4.5028,Tech
5.5035,1.5697,Services
4.0568,17.258,Manufacturing
8.7238,4.2344,Tech
9.549,27.584,Tech
5.4801,10.295,Services
1.6423,17.073,Agriculture
2.2068,7.3511,Tech
5.4375,17.426,Tech
7.764,26.947,Services
1.4265,20.065,Agriculture
3.7509,15.392,Agriculture
2.7857,18.93,Agriculture
2.4388,22.355,Manufacturing
5.0649,3.096,Manufacturing
8.2729,10.627,Services
5.5363,9.4023,Tech
5.4933,15.757,Tech
0.68905,18.467,Tech
5.1795,2.3575,Manufacturing
8.1945,1.4609,Tech
1.0656,4.9358,Manufacturing
5.5423,18.299,Manufacturing
4.0132,8.8927,Services
9.5727,12.536,Agriculture
1.6944,1.7139,Tech
6.5019,8.7442,Tech
7.2729,11.888,Agriculture
1.3776,15.934,Services
8.7449,6.551,Services
4.4788,10.404,Agriculture
4.8537,4.6772,Services
7.7333,17.203,Tech
5.6958,20.227,Tech
7.1469,8.6456,Tech
2.0997,13.234,Tech
0.37114,12.572,Tech
4.6577,14.2,Services
9.4175,12.92,Agriculture
0.94809,8.3325,Agriculture
0.50806,25.4,Agriculture
2.2968,11.301,Tech
3.4172,3.033,Manufacturing
1.6929,3.862,Manufacturing
5.2836,6.6983,Tech
4.7639,19.097,Agriculture
5.8483,20.352,Agriculture
4.7878,21.066,Services
6.7211,10.88,Agriculture
4.509,12.582,Tech
3.7188,0.12089,Tech
4.0994,21.238,Services
3.9482,0.4811,Manufacturing
2.5306,26.107,Services
1.4312,10.635,Manufacturing
9.5329,11.88,Manufacturing
8.1412,21.729,Manufacturing
3.0861,17.002,Manufacturing
1.5652,23.508,Agriculture
0.69704,4.4205,Manufacturing
1.4227,6.3222,Tech
1.234,27.862,Tech
2.9977,18.015,Manufacturing
7.0051,0.8218,Manufacturing
5.7057,24.467,Agriculture
8.205,22.947,Services
5.4453,9.0254,Tech
1.3227,20.24,Manufacturing
4.1565,29.025,Tech
5.4945,8.5614,Manufacturing
4.9559,3.1207,Tech
1.4565,8.7647,Manufacturing
5.5513,23.152,Tech
2.4211,15.703,Services
8.2814,8.6225,Services
4.982,16.468,Agriculture
8.9493,4.1479,Agriculture
2.8353,28.175,Tech
4.4162,10.383,Tech
9.6557,5.9418,Services
2.7755,13.17,Agriculture
5.5778,22.171,Services
5.2515,3.1457,Services
2.8355,3.2728,Manufacturing
1.7279,0.52595,Manufacturing
1.0568,1.1399,Services
1.5019,6.1888,Services
6.4381,26.157,Agriculture
3.7043,19.252,Manufacturing
8.8145,20.981,Manufacturing
5.903,14.587,Manufacturing
9.7464,16.109,Manufacturing
8.092,12.79,Manufacturing
5.1553,23.829,Services
5.2056,19.428,Agriculture
7.8899,7.7395,Tech
1.9617,9.7301,Manufacturing
7.4309,6.8287,Manufacturing
7.1389,25.608,Services
3.8458,13.401,Manufacturing
8.2917,13.228,Services
7.7753,11.318,Tech
6.9467,19.091,Services
6.4251,25.325,Services
5.1846,2.6235,Tech
4.9769,0.55709,Services
9.3563,24.391,Tech
3.3832,17.321,Services
1.1706,4.6539,Manufacturing
8.5468,24.174,Services
3.7332,0.447,Tech
0.10435,4.701,Agriculture
6.225,7.4564,Services
2.8191,9.6557,Tech
0.64262,7.7195,Tech
2.8779,15.583,Agriculture
2.4932,8.7384,Services
5.4631,4.6439,Manufacturing
5.6554,11.569,Agriculture
5.6868,9.3281,Agriculture
1.7402,9.6469,Tech
9.1868,10.634,Agriculture
4.9254,17.25,Services
3.284,15.565,Agriculture
3.3207,7.4293,Agriculture
5.9407,2.6472,Tech
4.8147,11.35,Tech
2.9919,6.1434,Agriculture
9.0407,14.875,Manufacturing
9.6312,19.111,Tech
2.5539,28.491,Services
7.2963,13.3,Services
6.5996,2.926,Manufacturing
0.32611,25.855,Services
0.93124,28.828,Services
4.4189,26.155,Tech
7.338,13.393,Agriculture
0.57797,13.621,Agriculture
2.0472,24.097,Agriculture
6.6981,13.625,Tech
5.2985,18.24,Services
6.7751,23.437,Services
0.14949,18.626,Services
7.7162,8.8441,Tech
8.7782,25.242,Services
6.1658,22.851,Services
