month,humidity,season
2.6885,18.876,Summer
4.5189,18.898,Summer
1.8873,8.0403,Fall
5.0909,15.291,Spring
1.04,9.7444,Summer
1.5996,6.9895,Fall
8.1613,23.204,Winter
3.98,4.4264,Fall
4.0483,18.794,Fall
3.5036,11.965,Fall
4.8683,7.2962,Summer
6.6033,4.356,Fall
5.7969,9.9154,Fall
6.6283,15.617,Summer
7.3111,13.018,Winter
5.8862,2.9212,Spring
3.8562,22.928,Spring
0.21846,11.035,Spring
6.3484,20.376,Fall
7.1099,20.144,Fall
9.9772,0.74081,Fall
9.7414,16.967,Winter
1.8221,6.4198,Fall
8.0854,6.8573,Fall
5.6795,15.014,Spring
1.0742,21.203,Spring
9.7176,3.6703,Winter
5.8679,3.7001,Fall
2.9459,13.248,Spring
2.707,23.979,Spring
2.7498,12.86,Summer
9.706,9.671,Spring
5.0785,18.049,Summer
3.3834,6.203,Winter
5.7084,29.868,Summer
9.9632,12.095,Fall
2.4771,25.766,Summer
2.6459,8.6076,Winter
1.2373,29.621,Summer
9.0139,6.878,Spring
6.406,10.947,Fall
8.1393,11.635,Spring
0.086189,28.125,Summer
6.7107,3.9952,Summer
4.8541,4.7175,Summer
0.30344,11.231,Winter
8.3393,6.3189,Fall
5.1299,15.304,Winter
4.4704,11.637,Spring
7.5801,8.9762,Fall
1.9234,29.102,Spring
0.31136,13.55,Winter
9.0502,9.7601,Summer
1.54,18.643,Spring
3.3257,13.563,Summer
9.4585,23.563,Summer
8.1646,13.41,Spring
1.2344,11.317,Summer
5.011,10.785,Winter
5.9254,3.6331,Summer
3.792,10.22,Winter
7.8892,20.142,Winter
9.4483,20.804,Spring
2.2048,8.3313,Summer
1.5853,1.3758,Fall
7.7031,27.663,Spring
9.1822,5.5447,Fall
9.0505,8.5069,Winter
4.0879,16.888,Fall
5.4105,20.785,Spring
0.13788,0.79668,Fall
8.0996,3.6553,Spring
2.9054,10.528,Winter
0.27343,26.978,Spring
8.8894,26.259,Spring
8.0396,7.2089,Spring
8.1401,14.936,Spring
6.2123,1.4106,Winter
9.85,1.0069,Fall
4.495,4.8337,Fall
6.1672,8.0925,Fall
1.6932,11.586,Summer
7.2612,4.5717,Summer
1.8914,14.969,Fall
9.8846,9.5778,Summer
0.89689,7.4375,Summer
3.7802,24.615,Spring
9.7627,12.403,Spring
4.3728,14.497,Winter
0.73886,13.794,Winter
6.5198,10.731,Summer
8.7147,18.974,Winter
4.2289,12.063,Winter
5.7633,14.437,Fall
2.1349,9.0269,Spring
1.4337,3.7945,Winter
3.9878,6.3996,Fall
0.86154,15.764,Spring
6.9359,16.802,Winter
2.3806,7.3338,Summer
6.1261,9.3437,Spring
3.1944,29.602,Winter
6.2731,8.5705,Spring
7.1984,0.047859,Summer
2.6121,6.1412,Spring
9.1266,0.60676,Fall
8.9164,5.3855,Spring
2.068,24.761,Winter
4.2166,0.40435,Fall
7.8221,26.449,Winter
4.216,8.1473,Fall
5.8033,19.169,Summer
0.035957,3.5845,Spring
8.128,27.502,Spring
4.6953,20.041,Winter
6.0678,5.871,Fall
4.6265,23.637,Winter
1.3224,20.242,Fall
8.7496,12.063,Fall
1.6891,18.44,Winter
4.3258,3.724,Fall
3.9206,2.9148,Winter
8.1789,7.2064,Spring
7.6808,0.25764,Summer
4.7748,11.37,Spring
6.5006,7.9106,Summer
7.6853,23.44,Summer
0.32416,21.477,Summer
2.7182,29.404,Spring
8.9501,4.6504,Winter
0.44258,27.936,Summer
6.726,12.286,Fall
7.7206,23.679,Winter
8.1838,7.1401,Spring
2.9055,3.8005,Spring
2.0001,18.142,Spring
3.2706,21.13,Winter
4.6957,5.8375,Spring
1.1798,21.876,Summer
1.449,15.949,Winter
5.6696,7.4122,Spring
3.4401,20.031,Fall
3.3935,1.0809,Fall
9.7735,17.616,Spring
8.8495,9.7041,Summer
5.1704,11.938,Winter
1.4933,1.5516,Fall
0.13148,4.2309,Fall
5.936,8.3126,Fall
8.6137,13.047,Summer
5.7622,17.006,Fall
6.838,4.3727,Summer
4.8375,29.251,Summer
0.79256,8.0679,Winter
1.4174,9.5746,Summer
1.2024,4.1787,Spring
4.9588,28.127,Summer
4.9948,27.329,Winter
8.5208,6.076,Summer
8.5634,7.4495,Fall
1.1616,29.464,Summer
5.9475,7.9884,Spring
8.0301,20.175,Winter
4.1565,7.928,Winter
6.6632,15.065,Fall
9.5413,2.8195,Spring
3.3036,11.255,Winter
2.7458,6.1508,Summer
5.5291,17.636,Fall
6.8627,9.4458,Summer
4.0424,17.993,Fall
0.82712,12.242,Spring
5.1701,24.797,Spring
8.3501,24.856,Summer
0.40498,7.4749,Winter
2.4749,20.281,Fall
8.1161,10.268,Summer
4.1335,5.4297,Spring
4.7607,11.893,Fall
2.4929,11.336,Winter
1.4597,19.117,Summer
9.2044,10.522,Summer
2.4401,1.3734,Summer
2.219,3.8148,Spring
5.8033,0.18403,Spring
2.9324,11.198,Fall
1.061,13.081,Winter
3.7243,20.332,Spring
0.64538,12.617,Spring
1.0713,3.4168,Fall
2.6123,27.511,Winter
5.5183,0.76762,Fall
3.8035,14.345,Summer
4.0745,12.636,Spring
0.83231,11.022,Fall
