month,humidity,season
1.5617,16.996,Fall
9.527,15.015,Spring
2.5048,22.653,Fall
1.87,29.715,Summer
6.1614,10.741,Fall
2.8083,3.5321,Summer
8.3125,17.697,Spring
3.0188,10.167,Winter
8.375,2.2293,Winter
2.3022,13.392,Spring
9.9022,12.176,Fall
5.0797,16.679,Spring
1.9538,22.36,Summer
4.4412,20.7,Spring
1.5432,2.5062,Spring
5.3847,2.7238,Winter
2.282,10.582,Summer
6.5234,26.075,Spring
7.3509,18.361,Spring
3.2533,4.5516,Winter
7.4007,3.2463,Spring
0.98536,12.234,Winter
5.8005,6.9903,Winter
9.691,20.677,Summer
9.4834,16.479,Spring
5.7447,22.553,Summer
5.1298,7.1621,Summer
4.8814,8.2846,Fall
6.4068,29.226,Summer
6.6332,7.9756,Fall
8.0592,18.493,Spring
5.3743,26.612,Fall
2.8467,22.635,Winter
9.1519,18.208,Winter
8.3576,8.6807,Fall
2.1198,16.857,Spring
4.4652,24.032,Fall
3.5881,2.2143,Summer
5.6848,16.499,Winter
6.416,10.137,Winter
8.2378,13.904,Spring
9.7143,13.427,Fall
1.1812,2.8634,Fall
9.0907,26.442,Summer
2.4536,16.471,Spring
7.3312,19.121,Fall
5.4786,25.18,Fall
4.8189,16.525,Winter
9.5448,19.195,Summer
7.1265,18.611,Spring
8.0124,16.275,Spring
2.8968,19.74,Fall
1.9397,2.465,Fall
9.4483,18.369,Fall
3.3945,23.733,Fall
4.5228,19.309,Spring
5.8688,6.1258,Winter
7.5307,14.038,Summer
1.6035,1.4114,Fall
5.3862,5.501,Summer
0.70989,1.1839,Fall
5.5173,13.752,Fall
6.9569,0.54835,Winter
5.8699,10.019,Winter
1.0776,20.102,Summer
3.1721,7.4857,Winter
6.5136,0.81284,Winter
3.4466,15.273,Spring
8.2931,1.8134,Fall
4.4108,16.331,Spring
0.33306,18.083,Summer
7.5483,16.746,Spring
2.6142,24.927,Fall
2.5955,3.0545,Winter
6.3932,0.35455,Winter
3.764,22.004,Summer
6.9851,25.69,Winter
3.5183,8.8396,Winter
7.112,9.125,Fall
5.1887,7.4574,Fall
8.0749,13.077,Spring
6.9928,11.576,Fall
4.8563,16.21,Spring
5.3709,21.815,Winter
7.6473,9.9004,Spring
0.06709,17.162,Spring
2.6356,27.527,Fall
2.3788,0.18538,Winter
2.6307,25.549,Spring
5.9123,22.327,Fall
3.6967,13.563,Summer
1.7163,24.006,Summer
3.1121,2.9104,Spring
2.2769,20.797,Fall
9.4913,16.385,Spring
1.0248,15.92,Winter
1.8942,12.904,Summer
3.1038,22.02,Winter
4.2116,16.552,Spring
8.4269,26.213,Winter
0.98174,25.881,Fall
3.5959,7.814,Summer
6.9803,6.92,Spring
3.6889,14.501,Spring
0.73982,2.3553,Fall
7.2043,6.8078,Fall
5.0635,17.931,Summer
4.0658,5.9347,Summer
