month,humidity,season
4.7387,24.637,Summer
4.4494,10.12,Fall
1.4693,23.344,Summer
9.6452,23.275,Summer
1.8054,15.029,Fall
7.5072,22.716,Summer
0.094245,23.982,Summer
6.862,16.965,Fall
9.2463,22.075,Winter
0.20345,25.409,Summer
5.877,25.981,Winter
9.0277,11.97,Fall
1.0129,22.574,Summer
3.581,24.809,Summer
7.0869,16.393,Fall
5.5801,11.831,Fall
5.9041,23.325,Summer
6.9174,21.962,Summer
2.8568,23.39,Summer
4.0615,21.472,Spring
6.7699,24.866,Winter
8.9289,18.897,Summer
4.2387,18.718,Spring
8.3351,20.164,Fall
7.3778,23.413,Summer
7.603,7.0424,Fall
9.0296,25.036,Summer
7.0762,5.949,Fall
8.7271,21.111,Spring
2.1169,7.1983,Fall
2.4452,15.128,Spring
0.63101,23.143,Spring
4.1507,17.381,Spring
8.7591,24.026,Spring
4.4602,8.8653,Spring
2.8418,14.327,Fall
6.8553,18.797,Winter
0.69401,13.742,Fall
0.24101,25.308,Summer
8.3883,1.9821,Spring
2.224,24.247,Fall
0.14322,8.8977,Fall
1.3158,28.999,Summer
7.087,5.8704,Fall
4.5143,1.2485,Winter
8.4364,15.4,Winter
0.89347,25.591,Summer
7.9641,25.476,Winter
2.972,19.959,Fall
2.6443,20.768,Spring
6.9048,12.808,Winter
2.8473,4.7619,Spring
3.4513,28.286,Winter
0.73258,12.983,Winter
4.9196,24.236,Summer
8.2727,21.27,Summer
2.3406,23.397,Summer
1.0526,2.3352,Fall
7.8159,17.298,Spring
0.17622,2.4788,Fall
0.95989,0.94738,Spring
0.91752,14.399,Summer
9.8246,23.791,Winter
3.2126,24.486,Fall
0.055631,22.392,Spring
0.76505,5.0576,Spring
1.3263,22.719,Summer
6.6743,24.884,Fall
3.1158,24.496,Winter
8.6078,8.4771,Summer
0.49155,26.892,Winter
2.8881,25.044,Spring
5.2349,4.8956,Spring
3.8506,19.716,Winter
0.27399,27.274,Winter
1.0912,15.551,Winter
9.6997,8.3343,Winter
6.1019,26.699,Spring
3.0432,10.106,Winter
1.767,21.95,Summer
7.8352,3.6181,Fall
8.0029,0.97477,Spring
1.1332,10.896,Spring
5.7014,22.183,Summer
4.2078,15.247,Fall
7.4255,15.09,Fall
5.9139,3.9054,Winter
8.7565,5.071,Fall
2.5663,25.304,Summer
7.8805,19.5,Spring
7.5252,9.0959,Summer
7.5796,18.413,Spring
7.661,7.7135,Winter
4.1476,22.803,Summer
2.839,24.773,Summer
2.0573,21.595,Winter
4.8628,1.8973,Fall
6.9861,24.104,Fall
7.8078,19.991,Spring
9.1371,0.96867,Summer
0.41226,13.904,Spring
4.6779,23.951,Summer
9.4902,25.07,Fall
2.4684,10.032,Winter
8.6059,26.362,Fall
2.3081,22.616,Summer
5.9518,14.367,Winter
5.069,27.019,Fall
8.3559,14.31,Winter
2.3667,10.118,Fall
3.5894,9.2694,Fall
3.1291,11.355,Winter
1.9473,4.2865,Fall
6.652,20.284,Winter
8.5391,23.461,Summer
7.0017,24.859,Spring
3.7899,21.176,Summer
2.7219,22.531,Fall
1.276,6.851,Summer
4.8904,23.851,Summer
7.5679,12.364,Spring
0.72725,26.441,Winter
2.071,28.163,Fall
2.9102,23.451,Fall
6.7836,6.4111,Winter
8.9799,14.648,Winter
0.63204,8.641,Fall
2.1316,9.3632,Summer
8.1783,21.944,Fall
4.8382,25.668,Winter
7.7598,16.875,Fall
5.5919,6.208,Winter
6.6243,1.8973,Winter
0.47562,23.666,Summer
7.2269,18.322,Fall
1.5916,25.674,Summer
2.7403,27.831,Spring
7.6119,5.5836,Winter
7.0175,2.537,Fall
8.0444,25.306,Summer
7.0849,26.772,Winter
3.1185,5.6837,Summer
7.6491,23.993,Summer
1.3424,22.562,Fall
7.9742,12.211,Fall
0.77295,8.1619,Summer
5.6438,23.376,Summer
2.6784,21.995,Spring
5.9703,16.641,Spring
3.6285,22.945,Summer
9.5788,29.08,Spring
4.5019,29.562,Winter
6.5761,4.9958,Fall
4.2517,25.318,Summer
6.3077,7.1735,Winter
3.5084,8.4973,Summer
6.61,22.262,Spring
2.0632,2.4743,Fall
6.9001,24.273,Summer
9.2299,25.035,Summer
3.7697,9.0054,Summer
8.0738,22.378,Fall
0.25823,14.809,Fall
1.9478,25.011,Summer
9.3144,13.131,Winter
3.9365,25.305,Fall
2.6203,10.259,Spring
5.8803,22.859,Spring
4.4494,12.999,Fall
8.341,22.927,Winter
1.5869,19.384,Spring
6.916,9.3604,Spring
1.1634,23.992,Summer
7.0247,3.2076,Spring
4.8419,23.526,Summer
5.2796,11.475,Winter
0.58971,19.048,Fall
0.65459,4.6366,Spring
1.067,24.768,Summer
8.3356,25.751,Fall
8.9309,19.132,Winter
7.985,28.383,Winter
8.699,20.657,Spring
9.6035,5.5038,Winter
3.0307,22.972,Summer
4.7341,16.481,Fall
6.7816,1.5345,Spring
5.8911,11.562,Spring
9.3675,9.3089,Winter
4.1657,22.537,Spring
1.7695,23.217,Fall
0.99703,19.239,Winter
4.9994,11.283,Winter
5.9552,22.644,Spring
2.3875,18.724,Fall
8.0797,12.208,Fall
4.8578,11.404,Winter
2.3672,3.0829,Fall
9.3338,21.571,Winter
0.25972,12.38,Fall
4.1558,3.9297,Summer
7.7843,20.082,Fall
8.1781,15.412,Spring
3.5329,24.429,Summer
5.5283,23.599,Summer
1.923,21.509,Summer
3.5122,23.443,Summer
5.2868,7.5348,Fall
2.8512,10.364,Winter
6.5476,26.645,Summer
3.2884,19.635,Summer
0.31744,18.201,Winter
1.9653,9.5594,Summer
3.7117,15.11,Fall
2.9054,6.9148,Fall
9.9401,25.554,Summer
9.8956,22.961,Fall
1.8972,6.1414,Spring
5.1531,21.47,Winter
8.199,24.96,Summer
6.6745,29.182,Spring
7.6869,22.189,Summer
6.0289,22.991,Summer
2.7371,24.743,Summer
7.4458,1.6954,Summer
6.6375,1.6504,Fall
2.767,27.781,Spring
0.61483,8.2564,Summer
9.5595,18.862,Fall
5.1769,8.594,Winter
1.5694,16.627,Summer
3.4107,29.527,Spring
6.7521,2.974,Summer
8.6658,13.385,Summer
8.526,3.9732,Winter
7.9915,5.9836,Spring
5.0645,2.2928,Fall
4.3544,24.767,Summer
2.2377,0.36259,Fall
5.9122,19.719,Winter
0.23315,22.438,Summer
2.9787,20.881,Spring
3.3497,25.287,Winter
0.50563,17.145,Spring
5.726,25.249,Spring
2.4724,26.504,Spring
7.66,6.7192,Spring
0.032447,0.88312,Fall
6.7359,27.298,Winter
5.1488,10.635,Winter
7.1582,14.295,Winter
2.3256,22.85,Winter
0.086179,18.957,Summer
7.5784,1.8682,Fall
8.1437,25.453,Winter
0.99121,3.6091,Fall
5.0967,23.556,Summer
3.6854,15.842,Fall
3.9439,1.4922,Winter
4.4468,20.841,Spring
4.6881,6.2623,Spring
2.9979,27.64,Fall
7.8431,7.4171,Summer
3.0321,16.161,Summer
1.5825,23.613,Summer
5.2514,3.9071,Winter
9.1226,5.9389,Winter
9.553,23.08,Summer
4.4602,24.412,Summer
0.6381,5.3959,Winter
1.0158,11.648,Winter
4.5261,20.492,Fall
1.0932,23.991,Summer
0.98388,27.751,Winter
6.1098,9.9924,Winter
4.2249,23.021,Summer
3.1061,13.57,Spring
2.6135,15.827,Winter
6.2559,2.0334,Summer
1.9379,6.3572,Winter
6.3124,28.997,Summer
6.7156,2.4072,Spring
9.0243,10.64,Fall
9.7896,24.452,Summer
8.007,9.7194,Summer
4.8624,7.1048,Fall
5.9425,24.687,Summer
2.9758,23.492,Summer
4.3687,22.964,Spring
7.7523,14.274,Spring
6.685,19.588,Summer
0.75108,11.228,Winter
9.279,18.605,Winter
3.5211,16.051,Fall
7.7228,6.8839,Fall
0.74805,24.663,Spring
0.7665,8.7228,Summer
2.5434,2.7379,Spring
3.3895,26.489,Fall
0.64047,26.84,Spring
4.5881,25.498,Summer
0.073744,22.8,Spring
2.9261,23.191,Summer
9.9651,8.3058,Spring
4.0389,17.745,Spring
5.5078,19.366,Fall
0.12923,2.5477,Spring
5.7661,22.282,Summer
3.9953,4.224,Summer
5.497,15.438,Spring
5.5507,2.8995,Winter
3.5279,17.68,Fall
4.3302,9.556,Winter
6.0758,29.713,Fall
4.3696,3.9035,Fall
5.029,15.387,Winter
2.1742,2.3175,Spring
8.2389,17.917,Spring
6.4013,22.335,Summer
3.3816,9.1751,Winter
0.91755,11.131,Fall
6.6745,15.969,Fall
4.7086,17.627,Fall
6.0996,2.4981,Spring
9.3057,24.314,Winter
1.1928,22.892,Summer
2.2536,24.142,Summer
1.3963,18.212,Spring
5.3933,26.071,Fall
0.79163,25.392,Summer
6.4473,20.417,Fall
6.1834,22.089,Fall
6.5668,11.071,Fall
1.194,14.548,Winter
2.2426,12.057,Fall
0.10464,10.899,Spring
1.8823,24.66,Summer
1.6237,7.6237,Spring
2.2259,20.799,Spring
7.0426,29.041,Winter
9.1986,24.074,Summer
3.3949,13.644,Fall
8.8565,12.356,Spring
5.0608,0.7859,Fall
7.9254,1.3062,Fall
6.5298,23.296,Fall
7.3016,14.934,Winter
9.0518,27.046,Spring
5.3708,2.8839,Winter
7.1079,25.263,Summer
6.934,7.9416,Winter
3.4729,1.7877,Fall
0.72905,15.459,Summer
9.8585,23.824,Spring
6.0514,24.786,Summer
2.357,27.255,Winter
9.4768,2.2596,Spring
2.1843,22.683,Fall
2.9626,3.1818,Winter
4.7565,10.317,Fall
2.4501,20.285,Winter
0.37006,7.2931,Fall
2.8415,22.673,Fall
6.3281,23.465,Summer
9.0682,10.694,Summer
0.69141,11.846,Spring
6.9749,3.5968,Spring
3.8556,17.857,Summer
8.3295,27.234,Winter
0.731,29.541,Spring
5.5848,24.609,Summer
4.261,24.68,Summer
3.9854,13.289,Fall
7.2602,25.313,Summer
4.2272,21.471,Spring
5.4351,7.1916,Spring
9.0591,7.5507,Summer
2.6085,1.1506,Spring
6.0575,4.3778,Winter
4.4228,17.862,Spring
5.3291,17.465,Spring
3.3065,23.483,Summer
8.108,27.216,Summer
8.805,6.7457,Spring
4.1264,8.4088,Fall
1.0005,23.887,Summer
7.8221,3.0098,Fall
9.3556,3.2326,Fall
7.5414,26.153,Winter
0.5924,4.4981,Winter
7.8871,9.4439,Fall
4.0542,16.447,Summer
4.843,25.348,Spring
8.384,22.845,Fall
1.3375,0.80792,Winter
3.0527,5.9568,Winter
4.5297,9.1178,Spring
6.0449,6.8886,Winter
9.6606,18.356,Winter
8.619,24.721,Summer
9.4702,9.1371,Summer
2.1847,21.907,Summer
1.785,0.98367,Spring
3.6386,6.4646,Winter
9.3383,28.1,Winter
3.8341,27.806,Winter
0.95469,23.645,Summer
8.7778,16.293,Spring
3.2989,11.904,Fall
0.79766,1.1547,Winter
3.0011,28.559,Fall
8.0716,7.6908,Winter
7.0094,18.067,Fall
7.9338,12.661,Winter
7.7322,8.797,Spring
3.7791,17.489,Spring
4.9759,24.63,Summer
3.1207,23.965,Summer
8.6577,25.307,Fall
9.6061,25.986,Fall
3.6652,3.9006,Summer
1.7274,24.217,Summer
5.0459,9.6159,Fall
9.6784,4.9845,Winter
0.25815,5.1773,Spring
5.4756,22.121,Summer
9.4092,4.6111,Winter
5.6209,24.52,Winter
8.0163,11.718,Winter
8.1352,14.764,Fall
6.4262,13.757,Summer
8.5221,25.142,Summer
1.6391,9.6093,Spring
