experience,salary,department
4.3369,28.777,Engineering
9.7455,27.646,Sales
2.8172,12.697,HR
3.4703,22.123,Sales
9.9952,12.044,HR
2.599,0.63547,HR
0.97935,15.578,HR
2.4973,5.1744,Sales
7.2434,8.1165,Engineering
2.3567,23.318,Engineering
4.6107,29.655,HR
0.20618,15.622,Marketing
3.5089,20.365,Marketing
9.1787,23.527,Engineering
1.7603,27.566,Marketing
6.1411,1.5204,Sales
0.24491,2.6938,HR
8.9984,15.659,Engineering
4.2637,3.6948,Sales
4.1755,8.1295,Engineering
2.0752,12.327,Marketing
4.9044,16.683,Sales
3.6435,29.105,Marketing
8.1492,15.506,Engineering
0.033503,9.4481,Engineering
3.3335,0.66034,Sales
6.0289,20.315,Marketing
6.5673,19.365,Marketing
5.7644,0.073316,HR
2.9561,18.947,HR
6.9884,13.845,Sales
0.97262,7.5685,Sales
9.1278,6.7033,Marketing
3.4385,22.973,Engineering
9.5301,25.232,Engineering
5.8971,9.9412,Marketing
9.1293,26.916,Sales
2.4065,24.14,Sales
7.5311,26.627,HR
0.11916,12.379,HR
6.2504,10.995,Marketing
0.56484,14.677,HR
8.4117,21.648,Engineering
8.0618,25.25,Engineering
9.4768,29.871,HR
2.0066,21.488,Marketing
0.53178,20.573,Marketing
6.3471,7.6959,Sales
4.0711,23.329,Engineering
7.0198,14.809,Sales
1.4769,6.3987,HR
5.1709,23.607,Marketing
9.8009,13.915,Marketing
7.4858,29.384,HR
0.69843,17.729,HR
8.1789,1.3295,HR
7.0164,5.9243,Marketing
9.6827,1.5251,HR
2.6764,18.998,HR
7.009,14.072,Marketing
2.8292,23.239,Engineering
8.8175,25.767,Engineering
2.4558,8.7454,Marketing
6.0542,6.1559,HR
5.752,11.643,HR
0.39717,4.8105,HR
7.2495,22.832,Engineering
8.0719,8.3158,HR
8.6833,0.18422,HR
9.3034,5.1381,Sales
4.1063,15.779,Marketing
5.29,0.16744,Sales
2.9131,2.4633,HR
3.3781,5.2651,Marketing
6.5475,26.44,Sales
5.2246,15.289,Sales
4.3932,25.462,Sales
3.9654,0.41296,Sales
6.6245,25.264,Engineering
1.7101,16.838,Engineering
2.7701,20.474,HR
8.3257,18.818,HR
4.0839,17.537,Sales
9.5777,21.023,Sales
5.561,2.796,Sales
6.478,24.357,Sales
0.27609,9.5556,HR
6.9362,7.6312,HR
2.9397,10.755,HR
5.1573,24.94,Engineering
1.477,19.579,Sales
4.4746,4.5584,Sales
3.3395,21.095,Engineering
0.16707,29.119,Sales
6.6916,29.831,HR
1.5396,7.0951,Sales
0.67246,9.6217,Sales
8.8862,23.885,Engineering
8.623,7.7432,Sales
9.8639,10.902,Sales
8.3467,21.614,Engineering
7.6474,3.1668,HR
4.2839,11.172,Marketing
2.05,2.7055,Marketing
7.3813,22.294,HR
3.5185,18.31,Marketing
8.9381,7.4884,HR
9.2705,25.34,Marketing
8.1227,29.78,Sales
0.75233,26.804,Engineering
2.0409,17.977,Sales
6.5278,11.668,Marketing
3.7358,25.027,HR
1.345,12.894,Marketing
9.7577,24.996,Engineering
3.7059,13.952,HR
0.10473,2.7608,Marketing
4.1501,25.116,Marketing
4.241,5.3797,Marketing
2.7611,28.339,HR
9.2813,4.9625,Sales
2.6323,24.642,Sales
0.35472,25.691,Engineering
5.4022,4.8261,Sales
9.8906,24.574,Engineering
6.7983,25.052,HR
0.13791,19.425,HR
2.05,17.33,Marketing
3.8821,28.193,Marketing
3.5546,4.3289,HR
7.7622,17.299,HR
3.5001,10.503,Sales
8.2537,16.677,Engineering
0.68547,20.212,Engineering
6.6319,11.795,Marketing
2.88,10.876,Marketing
4.1907,16.85,Marketing
6.4654,18.903,HR
9.6288,14.641,HR
3.9307,13.173,Sales
2.6562,1.8947,HR
1.99,12.44,HR
5.7482,28.32,Sales
5.8034,16.774,Engineering
2.1595,16.948,HR
2.4105,10.871,HR
9.3437,24.281,Engineering
9.3005,13.421,Sales
2.424,22.869,Engineering
8.1732,26.3,Engineering
8.2957,2.0321,Sales
1.8753,11.443,HR
7.451,0.19796,Marketing
3.2352,22.351,Engineering
8.4336,1.1043,Marketing
9.6569,2.0135,HR
1.2767,25.492,Sales
9.4558,3.5059,Marketing
2.8798,10.394,Marketing
1.3319,13.489,HR
0.1027,8.7863,Marketing
0.37742,10.038,HR
3.4231,6.8779,Marketing
3.3603,5.9834,Marketing
7.3585,23.756,HR
0.18744,9.0223,HR
7.1231,24.308,Engineering
6.6739,25.485,Engineering
6.3802,22.139,Engineering
