month,humidity,season
5.2487,28.99,Summer
5.0869,19.721,Winter
3.3852,25.768,Summer
6.5665,12.193,Summer
0.072522,6.2985,Spring
3.533,15.137,Winter
8.2724,24.882,Fall
3.5889,9.3041,Fall
8.7206,9.8399,Fall
4.7297,1.2886,Spring
4.6461,25.198,Fall
1.2736,6.7842,Spring
0.74357,26.597,Winter
5.1294,16.005,Spring
6.5546,14.489,Winter
4.7109,14.779,Spring
1.3111,19.97,Summer
5.7292,9.7958,Summer
8.0523,5.9256,Spring
5.0806,25.276,Fall
4.6844,11.102,Fall
8.9412,0.2761,Winter
6.1445,16.044,Fall
3.6537,22.01,Fall
4.4473,9.0703,Winter
4.0467,28.982,Winter
8.172,24.857,Winter
5.3592,9.0706,Summer
3.6846,1.3478,Winter
0.36497,24.312,Summer
5.057,12.572,Spring
1.0387,4.8379,Winter
1.9137,15.675,Summer
0.24815,3.2962,Spring
3.5512,19.45,Winter
2.2511,8.0889,Fall
4.1165,21.025,Summer
3.1288,17.624,Spring
7.6594,18.408,Winter
4.815,22.163,Fall
9.7245,12.28,Spring
0.064505,22.588,Winter
0.23444,0.025334,Winter
2.9189,9.6618,Spring
1.5386,6.2004,Fall
3.9082,20.388,Summer
8.166,16.704,Summer
2.663,17.002,Summer
1.0824,7.8881,Summer
3.9128,9.6523,Fall
0.043475,6.2559,Summer
1.5351,6.6269,Summer
3.6695,11.29,Fall
8.3873,3.11,Fall
8.5344,5.0299,Winter
6.064,2.2499,Spring
5.8937,9.119,Fall
8.0319,3.0539,Spring
0.85767,23.281,Fall
2.5083,4.8038,Fall
6.6539,9.2259,Spring
8.3518,15.241,Summer
7.8178,17.949,Winter
7.175,5.9033,Fall
2.5755,20.14,Fall
5.4797,5.5233,Summer
2.8985,18.646,Summer
5.927,28.519,Winter
2.2457,19.471,Summer
8.6301,4.1558,Summer
4.6761,15.911,Spring
9.6151,20.236,Fall
3.4577,6.1062,Fall
7.5765,4.2231,Winter
8.2136,22.52,Winter
9.0346,4.4386,Winter
1.2493,0.91137,Winter
2.6337,11.878,Spring
3.3369,5.526,Fall
4.1058,28.017,Summer
8.9213,14.814,Spring
0.53662,27.684,Fall
6.0132,17.61,Summer
9.3795,21.412,Summer
1.5976,4.2829,Summer
2.3496,17.411,Spring
1.9053,28.322,Fall
8.513,11.732,Spring
9.6223,17.757,Spring
9.4171,18.295,Fall
4.367,24.739,Summer
3.2948,1.0296,Winter
9.2299,23.499,Summer
8.2126,14.6,Summer
2.3212,14.091,Summer
5.6072,17.288,Winter
8.0574,26.966,Fall
7.4824,14.211,Summer
6.4234,11.371,Fall
0.52751,22.605,Summer
6.212,21.103,Winter
5.6119,4.3427,Summer
9.6865,9.5337,Spring
1.1715,15.589,Summer
7.8068,3.6218,Fall
4.6867,7.2209,Summer
4.5466,27.319,Fall
4.0809,29.61,Summer
6.6431,28.94,Summer
2.4674,25.253,Winter
7.4904,10.141,Spring
5.8647,5.0645,Spring
7.7475,7.0513,Spring
7.1836,22.333,Fall
8.544,26.108,Winter
2.4131,4.599,Fall
9.1411,14.257,Fall
1.1024,19.188,Winter
3.5916,16.191,Winter
9.4889,13.112,Spring
4.9197,9.434,Spring
5.1193,11.652,Summer
9.537,2.0065,Fall
4.0846,3.4433,Spring
1.2596,21.976,Fall
8.472,0.28882,Spring
5.8975,16.729,Spring
4.4615,5.7399,Winter
5.862,5.5225,Summer
0.32977,12.689,Winter
2.0663,7.8061,Fall
6.4617,11.651,Summer
0.1033,19.189,Spring
3.6844,11.82,Fall
3.6331,8.9518,Spring
4.9364,20.793,Summer
1.7786,29.792,Winter
2.2536,8.3252,Summer
4.7093,9.3524,Spring
1.5096,10.04,Spring
2.4536,5.097,Summer
7.1187,11.857,Summer
8.4903,24.406,Summer
2.1721,23.338,Fall
8.628,9.2629,Winter
7.4023,23.833,Fall
6.3529,25.711,Winter
4.6663,4.6701,Winter
0.10676,0.23263,Winter
1.2982,15.131,Spring
7.4023,27.97,Summer
4.3292,10.098,Winter
7.0054,3.134,Summer
2.7134,9.3594,Winter
2.5477,17.63,Summer
1.8677,1.3135,Summer
2.1209,18.293,Spring
4.7266,3.9704,Fall
0.25031,22.044,Summer
2.2772,26.75,Winter
0.21991,28.293,Fall
9.5704,29.631,Winter
4.5177,17.105,Spring
3.822,4.9216,Spring
