region_index,income,sector
9.8536,3.7069,Tech
0.7517,1.6409,Tech
2.8194,7.1519,Services
6.8994,10.977,Manufacturing
2.9833,9.7109,Tech
6.4964,11.954,Manufacturing
6.8591,15.824,Services
9.2354,28.755,Tech
6.1977,26.486,Manufacturing
3.3952,6.9797,Tech
3.3662,6.63,Manufacturing
5.5717,23.393,Services
7.238,6.0296,Manufacturing
2.7933,17.437,Services
8.2236,17.194,Manufacturing
1.7472,25.996,Tech
6.7815,8.4204,Tech
4.7363,14.389,Manufacturing
6.7365,8.6562,Services
8.5679,6.7252,Manufacturing
4.1043,8.9824,Agriculture
6.222,21.11,Manufacturing
2.5835,23.733,Services
9.2312,14.538,Agriculture
7.3564,29.658,Tech
2.1785,8.5385,Tech
0.65125,17.196,Tech
2.8068,6.3684,Manufacturing
2.2061,9.2757,Agriculture
0.054285,25.975,Manufacturing
3.1045,13.957,Manufacturing
8.883,24.047,Manufacturing
9.2485,5.4472,Services
5.1283,2.0517,Services
1.5961,17.833,Manufacturing
7.8006,24.879,Services
5.4304,24.644,Tech
8.5265,1.1846,Services
4.6844,9.7692,Agriculture
6.1114,28.765,Services
8.7493,6.0769,Manufacturing
9.2392,6.7143,Manufacturing
2.2048,18.172,Tech
5.507,15.296,Manufacturing
8.9839,14.492,Services
1.6928,6.6986,Manufacturing
4.338,7.0688,Services
4.2763,7.5966,Tech
4.8235,2.9353,Agriculture
8.4522,29.717,Services
7.4902,4.1324,Agriculture
3.6896,16.126,Agriculture
8.7857,29.014,Tech
9.9456,15.884,Services
2.6829,1.0632,Agriculture
9.887,13.448,Agriculture
1.1745,19.584,Services
3.9893,10.386,Agriculture
5.5485,5.0652,Tech
1.868,3.2325,Agriculture
6.1906,11.823,Services
9.0658,18.241,Manufacturing
1.934,13.496,Manufacturing
5.6389,5.397,Manufacturing
2.2601,28.933,Services
1.1934,19.486,Services
4.0833,13.202,Tech
8.3665,20.667,Manufacturing
5.7818,4.535,Agriculture
1.9359,6.4366,Services
3.0236,5.782,Agriculture
5.3611,3.0003,Tech
5.4343,20.619,Services
7.3472,3.019,Agriculture
4.2009,8.8104,Agriculture
7.6423,7.9253,Manufacturing
7.4275,10.509,Agriculture
7.9362,4.0042,Services
0.67175,1.869,Agriculture
0.25812,7.058,Manufacturing
2.887,18.997,Manufacturing
0.28539,18.565,Tech
0.58004,20.67,Services
1.0904,19.026,Services
9.0274,3.743,Tech
0.41857,22.938,Services
1.3851,25.289,Services
0.26661,0.34019,Tech
0.86384,15.137,Manufacturing
7.3672,6.6824,Tech
3.8694,19.802,Manufacturing
0.61047,7.8553,Agriculture
4.9034,13.159,Agriculture
3.3488,25.282,Services
6.6572,27.727,Manufacturing
0.46243,3.8302,Agriculture
1.1669,23.675,Services
8.2849,23.604,Services
2.4172,4.5149,Tech
6.177,22.617,Tech
6.3154,13.944,Agriculture
7.3766,7.421,Services
6.175,28.746,Tech
5.8963,28.295,Tech
