month,humidity,season
9.4923,5.0631,Spring
8.6308,15.837,Fall
8.5598,7.5812,Summer
7.6951,7.1051,Fall
5.3248,4.604,Winter
6.5914,6.4927,Summer
1.3001,1.1972,Spring
2.3769,20.198,Winter
2.4387,4.3398,Fall
7.0179,9.8406,Summer
4.6799,4.781,Spring
7.5558,1.389,Fall
1.2812,6.9408,Summer
2.1168,7.0956,Fall
0.15158,0.9054,Spring
7.092,18.163,Summer
5.6792,10.653,Fall
8.3891,12.895,Spring
9.355,4.0626,Spring
5.664,26.932,Spring
5.0309,20.4,Summer
9.622,18.637,Summer
4.455,13.926,Winter
7.2108,1.2694,Fall
0.45907,12.344,Fall
1.7106,23.1,Summer
1.5612,8.8866,Winter
5.4347,17.047,Fall
8.3351,13.861,Fall
3.9454,5.2548,Summer
7.2176,2.1513,Spring
4.2987,22.903,Spring
5.3659,10.748,Fall
4.194,4.2109,Fall
1.4885,7.3374,Fall
7.3023,21.282,Summer
8.0417,21.769,Winter
6.8913,29.995,Summer
9.6692,14.208,Summer
8.965,14.082,Fall
1.5099,9.0685,Winter
9.7044,13.534,Winter
3.6378,17.625,Spring
7.2507,1.6495,Winter
3.1418,6.7218,Spring
8.3928,15.668,Summer
8.2654,20.33,Spring
8.2284,1.9916,Fall
0.75754,2.6014,Fall
1.0379,7.4262,Fall
2.1628,16.979,Spring
4.3292,4.2386,Fall
9.1419,16.975,Fall
3.1255,21.042,Summer
0.7288,25.164,Winter
4.5026,14.782,Winter
9.4005,14.194,Winter
5.3979,1.5688,Summer
4.1666,5.2909,Fall
3.5179,22.982,Winter
4.0034,21.754,Spring
9.7183,17.488,Winter
8.2372,8.2608,Summer
1.1843,9.5003,Spring
8.2794,23.88,Summer
3.7181,25.486,Summer
0.31291,6.1781,Fall
8.615,27.381,Summer
2.4391,15.988,Winter
8.4774,11.377,Summer
3.6161,7.982,Summer
2.9858,8.4287,Fall
8.9166,15.017,Winter
2.7822,27.625,Spring
6.4652,26.592,Winter
5.2877,20.114,Summer
3.7801,16.012,Summer
8.265,26.63,Winter
1.99,19.741,Summer
6.8403,21.98,Summer
4.7079,24.688,Winter
2.5915,9.9309,Winter
2.6743,28.186,Summer
0.082206,20.035,Summer
0.086274,4.4061,Fall
2.9301,2.6565,Spring
8.9704,9.8074,Fall
6.1551,25.858,Summer
6.873,6.9826,Spring
6.9251,13.344,Spring
5.5728,1.2489,Winter
6.7084,7.3622,Fall
2.9136,2.5466,Summer
2.3397,1.8631,Summer
5.1185,14.189,Fall
8.9762,7.0452,Summer
7.1951,7.8871,Fall
9.817,21.697,Winter
7.4587,7.0624,Summer
1.8306,2.7179,Summer
4.8652,2.5462,Fall
3.9653,6.7811,Spring
7.1901,4.0839,Fall
6.5574,25.02,Spring
4.7475,13.373,Summer
0.71539,23.591,Spring
3.7392,17.401,Fall
3.3968,12.712,Fall
9.5026,13.747,Fall
6.5501,0.12111,Winter
9.8891,28.85,Summer
4.8509,17.744,Winter
2.0676,5.8784,Winter
4.7519,6.3392,Summer
2.2663,10.485,Fall
1.2641,22.673,Summer
1.2292,2.1285,Fall
8.4976,26.913,Winter
0.29998,28.397,Summer
0.91238,6.1214,Winter
8.915,1.6562,Fall
8.8817,16.8,Winter
2.6184,1.5003,Winter
6.9672,25.278,Spring
7.7525,16.284,Fall
4.7045,17.771,Winter
9.3187,15.998,Fall
7.1958,21.374,Spring
1.2774,29.963,Winter
9.6439,0.28507,Winter
6.921,12.202,Fall
6.914,21.035,Winter
0.88427,11.827,Winter
1.5893,22.057,Summer
2.545,26.989,Winter
9.4859,17.737,Summer
8.1986,15.203,Winter
5.9098,9.6892,Summer
7.4512,8.952,Summer
4.7258,25.871,Summer
7.5003,12.491,Spring
0.59681,6.0267,Winter
6.5856,18.972,Summer
4.7793,4.6592,Winter
5.9518,19.211,Spring
6.8525,17.664,Summer
3.9292,1.7519,Spring
8.0492,18.302,Spring
2.2088,7.7662,Winter
3.8443,24.983,Spring
2.0248,27.251,Spring
6.2971,29.2,Spring
1.4359,18.293,Fall
8.1839,9.808,Fall
4.8301,0.13007,Summer
6.7431,3.7615,Winter
6.0261,26.386,Spring
1.8488,2.5323,Spring
4.2711,22.74,Winter
1.9105,16.417,Summer
8.5655,3.1897,Fall
5.7868,2.9381,Winter
0.65958,19.974,Summer
5.3254,14.303,Winter
6.7304,2.7996,Fall
7.2429,3.3941,Spring
7.0349,23.384,Summer
5.6979,10.959,Fall
0.67069,6.7655,Spring
7.1238,5.8479,Winter
1.7271,6.5858,Spring
4.1412,22.486,Spring
