month,humidity,season
3.6353,9.4658,Summer
9.0326,1.1856,Spring
7.0887,20.056,Winter
8.1201,5.6826,Spring
3.2129,17.337,Spring
2.4355,13.27,Fall
1.3467,12.38,Spring
0.14968,16.917,Spring
2.4078,20.692,Winter
7.1205,25.429,Winter
1.7695,3.224,Spring
6.2533,14.045,Fall
4.4054,1.3211,Spring
6.6901,18.076,Spring
7.4105,5.8703,Spring
3.331,0.83909,Summer
1.706,2.427,Winter
1.2614,27.077,Fall
0.93764,17.076,Spring
2.5647,11.15,Summer
8.1089,2.9361,Spring
6.1212,15.816,Summer
5.3,5.2642,Summer
0.88216,20.385,Spring
0.93339,19.966,Winter
4.8601,9.7084,Fall
6.8303,19.45,Winter
0.80998,8.0348,Spring
1.562,17.808,Fall
6.0828,28.548,Summer
4.0409,16.815,Summer
5.5928,28.42,Winter
7.0992,15.365,Fall
8.7292,8.9861,Spring
4.9282,15.508,Spring
8.974,3.918,Winter
9.0401,17.044,Spring
1.5533,2.9215,Summer
0.40011,20.49,Winter
5.284,14.637,Spring
4.4946,13.93,Winter
6.6048,4.1554,Winter
8.6538,11.012,Winter
1.3387,14.178,Fall
0.56081,13.503,Winter
7.8908,19.258,Spring
2.7059,21.188,Fall
5.6267,18.67,Fall
3.8115,12.705,Winter
0.52877,13.108,Spring
4.763,1.8826,Spring
3.5401,0.97844,Spring
4.3803,1.4217,Winter
0.23336,14.3,Fall
2.8175,2.1211,Fall
7.5391,4.6805,Fall
7.2723,15.456,Spring
3.8306,13.958,Spring
5.0714,9.4665,Spring
1.0302,18.346,Spring
0.79597,8.2774,Spring
1.481,5.8072,Fall
0.90261,17.011,Spring
2.691,28.79,Summer
9.4371,15.894,Winter
0.14645,16.91,Summer
9.2425,3.9334,Summer
2.487,10.934,Winter
0.047418,7.1702,Summer
2.2884,1.2795,Spring
6.1975,5.686,Fall
3.3706,23.469,Summer
6.6608,12.252,Summer
4.5661,2.585,Winter
8.9551,13.988,Spring
2.4964,2.6861,Summer
6.0236,24.601,Fall
5.8598,12.483,Summer
8.004,19.297,Fall
9.0191,5.7641,Winter
7.1223,22.862,Fall
6.3995,8.1537,Summer
1.7045,0.39881,Spring
9.6872,19.786,Winter
0.66431,1.423,Winter
3.899,26.133,Summer
4.8198,0.87538,Winter
2.0648,22.221,Winter
0.73311,5.3861,Spring
3.99,29.305,Summer
6.5063,27.555,Summer
1.9858,17.806,Fall
7.0797,27.528,Summer
1.5425,1.4877,Winter
1.9975,8.882,Summer
0.41886,19.689,Winter
3.6786,6.2053,Spring
5.6196,25.766,Summer
4.1323,16.065,Summer
8.8913,24.113,Fall
7.5882,7.3727,Winter
9.3263,27.012,Winter
4.3728,19.067,Fall
3.8932,3.9416,Summer
7.3645,29.886,Summer
6.9427,13.122,Spring
6.911,6.7147,Summer
8.5571,19.717,Winter
4.9318,8.8713,Spring
9.017,11.978,Winter
6.9551,17.477,Fall
3.0182,19.446,Spring
9.9297,2.7387,Summer
8.2812,2.49,Fall
3.4853,5.6133,Fall
4.6448,1.5126,Summer
3.6416,7.4434,Winter
0.93343,14.137,Winter
8.5207,11.402,Winter
8.7481,8.2454,Fall
2.5717,6.8923,Fall
8.4018,11.283,Winter
0.19875,4.7372,Fall
6.1207,13.821,Summer
8.7642,9.2609,Winter
6.4211,28.755,Fall
4.5509,16.983,Spring
4.7834,24.616,Summer
8.506,28.388,Winter
6.5774,19.742,Winter
4.315,21.675,Summer
4.2955,19.571,Fall
4.0002,12.781,Fall
5.0832,25.057,Summer
2.4074,20.145,Spring
5.7589,11.335,Spring
9.7789,13.08,Summer
7.1973,7.5943,Summer
6.3457,7.216,Summer
8.0086,11.061,Summer
9.9902,9.5387,Fall
9.4819,19.174,Winter
7.8396,22.317,Fall
1.3492,12.533,Summer
7.6943,13.835,Summer
2.8113,11.304,Winter
0.53164,27.582,Fall
6.4754,24.89,Fall
