experience,salary,department
5.4322,3.3803,HR
1.5226,6.1207,Marketing
9.016,8.7279,Engineering
7.9516,24.902,Sales
8.5396,1.0906,Marketing
0.35771,3.1551,Engineering
6.6214,8.5581,Engineering
5.0582,13.297,Engineering
9.7342,21.698,Engineering
2.9858,9.5471,HR
0.52146,13.078,HR
1.585,29.592,Engineering
7.5652,27.702,Sales
2.9386,2.4691,HR
5.6793,23.192,Sales
9.7124,0.85797,HR
5.1536,8.1325,Marketing
2.5414,10.531,Sales
0.41985,28.242,Sales
6.9789,7.8935,Marketing
2.5593,13.182,Engineering
5.3763,0.39045,Sales
6.3537,27.292,Engineering
1.9098,22.739,Sales
2.5329,8.4008,Sales
6.8466,4.3983,HR
9.6875,8.1541,HR
9.5794,10.691,HR
8.6266,13.032,Marketing
6.8651,18.883,Engineering
3.7854,10.229,Sales
9.0532,2.9685,Sales
5.6216,17.462,Marketing
2.5401,5.2636,Engineering
6.8864,18.008,Sales
9.6016,4.2595,HR
1.7445,5.8065,HR
3.1878,3.309,Sales
1.1043,6.8838,HR
3.6795,23.338,Sales
7.3502,7.0698,Marketing
7.9889,20.379,Engineering
7.4068,1.9011,HR
1.4564,14.501,Sales
0.28201,25.216,Engineering
8.5896,28.318,Sales
2.6683,22.805,Marketing
1.231,9.0053,Sales
3.1002,9.0151,HR
4.0994,4.9707,HR
8.5218,3.6608,Engineering
9.2961,1.1847,HR
7.3385,2.8276,Marketing
6.3704,6.2742,Engineering
5.299,0.40687,HR
5.613,3.2644,Engineering
2.2405,15.545,Engineering
7.1616,12.591,HR
6.0161,0.38776,Sales
9.9702,14.661,Sales
4.286,23.767,Sales
1.8589,6.7181,Sales
4.0961,3.3714,Engineering
8.7327,9.0892,Marketing
4.6713,5.8373,HR
1.8575,8.0648,HR
6.631,6.4137,Marketing
2.701,29.656,Marketing
9.0867,1.2078,HR
8.192,10.016,Engineering
5.8825,28.984,Sales
1.5045,23.234,Sales
3.1744,17.86,Sales
3.568,1.8474,Engineering
0.90843,27.555,Engineering
5.376,9.4095,HR
1.1553,12.518,HR
4.4075,14.413,HR
7.2487,7.5388,HR
8.6907,5.9211,HR
2.0683,18.418,Sales
8.4518,23.209,Engineering
7.2347,22.828,Engineering
5.0026,11.286,HR
1.7856,5.2042,Sales
8.9773,5.6324,HR
4.2905,17.714,Marketing
1.6476,19.569,Marketing
4.5754,20.058,Sales
0.54642,8.4201,HR
5.9679,4.7316,HR
2.9081,19.801,Sales
5.2545,11.662,Sales
7.6444,28.357,Marketing
4.1958,12.563,Sales
0.33234,14.404,HR
1.5701,18.176,Sales
3.9424,21.284,Sales
4.1865,7.8651,HR
3.4253,19.708,Sales
8.537,7.5931,HR
1.6089,22.734,Engineering
0.054345,29.645,Marketing
4.7938,21.167,Engineering
1.1694,11.234,Marketing
2.7594,20.011,Marketing
2.8542,25.786,Sales
0.24526,3.2548,Engineering
7.8917,7.0992,Sales
6.4751,4.6008,Engineering
2.1713,18.741,Marketing
0.071751,22.905,Sales
0.22327,8.9512,HR
4.7929,16.209,Sales
5.6174,12.544,Engineering
5.283,20.456,Sales
9.9791,13.403,Sales
9.1031,14.948,Engineering
9.615,2.9635,Engineering
2.6861,8.2897,HR
8.403,2.4165,HR
3.5691,23.568,Marketing
2.9279,10.85,Sales
0.50917,2.1089,Marketing
2.1364,6.5325,HR
4.8356,6.6531,Engineering
0.39678,8.0109,Marketing
5.4431,24.371,Sales
8.106,6.6614,HR
3.8588,5.7676,Sales
1.5553,27.478,Sales
0.58909,17.336,Marketing
4.966,28.936,Marketing
