weight,duration,brand
3.3090508913552186,6.935435008789906,A
7.6303572980743715,5.856097909523953,A
5.989954563585538,13.882776800866289,A
4.989938631477775,13.865830855742937,A
1.670139803318274,20.506792139177584,A
1.6699589025215198,16.573633196198138,A
0.935627091261496,20.473396399835064,A
6.996321093312014,11.9723295324692,A
5.008362588074066,6.211108956428253,A
5.810544333470341,7.878346275293773,A
0.6543837072185184,9.912325806193312,A
7.774323891214958,14.03757967948832,A
6.743319806003163,14.782754283386886,A
2.092543330087071,7.17125961827877,A
1.8636872540532543,17.85508742388032,A
1.8755338239007535,21.58136324308796,A
2.781816822196533,6.97335908672866,A
4.435673237241784,11.336615925080473,A
3.739587639815868,18.91720768371865,A
2.6842185514853143,5.2285724283897625,A
5.088896710417846,13.121516875242458,A
1.5462039548903137,10.784347373629386,A
2.6910848640141363,20.29574561706028,A
3.2477138247026875,19.658661458129004,A
3.92052488162777,16.668078198354348,A
6.388819710447602,8.694723038647727,A
1.997553366187698,19.199718138760108,A
4.356758288102087,15.322851108858544,A
4.943109266465319,7.572412396181797,A
0.8483780953999829,22.3098023185889,A
5.056586389260787,5.549167522010918,A
1.7789309276546863,16.33733163559674,A
0.9878869473895964,12.397118638561723,A
7.616641529399999,5.9669621779428175,A
7.742240248059195,5.4505269666123555,A
6.5629801108734585,10.232833632778584,A
2.78460326880028,10.093629332671853,A
1.232540855047879,19.108834173405977,A
5.631747698841177,5.805346375500827,A
3.8011437030470097,6.106289029394033,A
1.415286761335841,16.405999047783965,A
4.213826825834526,16.44404207491886,A
0.757913908364138,11.281484245893004,A
7.3199030155908655,7.398785418458903,A
2.440849862000127,20.247545691547817,A
5.468917132654865,13.09206759346397,A
2.837833070670582,9.258436222974042,A
4.4005101588335815,6.092262177977079,A
4.600327095074597,15.968096024797212,A
1.8864084164414527,8.864304957241814,A
7.771884708234189,10.816733848787171,A
6.313496175208359,7.66462074094539,A
7.546242061731418,12.283908862914284,A
7.211205128207366,10.211612236035222,A
4.984249841083138,17.61530721237015,A
7.414056762673376,5.764270546235148,A
1.1636937653893962,20.08536295899884,A
1.969871468143589,12.821802999796962,A
0.8392046668290355,15.647516035399534,A
2.9399774807244827,13.439424918492172,A
3.4150796726711152,18.86564698093557,A
2.535117738304219,20.8807382335203,A
6.71553131863947,11.270324316417945,A
3.17564995020192,14.696134375051988,A
2.607008822655356,12.708594708538705,A
4.570220623686864,13.456612538207892,A
1.55693168731072,10.819902059352913,A
6.516477355655297,5.201328500693319,A
1.0591298275982812,13.843908033751989,A
7.90165202450388,6.458253780287032,A
6.291835769724931,5.926097086827658,A
1.9903676115062927,9.850420762950217,A
0.541415878427018,11.692571803122448,A
6.615960713411257,6.132257384705043,A
5.801430078857129,15.666368832096028,A
5.967553760307405,8.74628272731194,A
6.284527600144593,6.405963817705738,A
1.0553348880056777,19.46448058350975,A
3.1884929640820445,8.97580168914737,A
1.3690179464384729,21.3495341846048,A
6.973275694066952,10.691711842815394,A
5.174735951206684,6.675022132700279,A
2.981735186394869,11.456333525075085,A
0.9766876271451772,21.318094709472707,A
2.8323674128674665,18.9673066357206,A
2.938874915200602,13.026309361540603,A
5.97204633753548,12.30562625110054,A
5.281681035164098,5.616382952263274,A
7.154095569322449,14.160605494743736,A
4.04161193871462,8.82487816809515,A
1.3969568445372629,21.965899953975278,A
5.849335904172462,11.42306767487657,A
6.205887864626731,8.744826598095912,A
4.709578981771222,11.054266289798443,A
6.282253849659208,6.8163101000115836,A
4.20346697273293,7.328450016663091,A
4.420496220364956,7.863934857069948,A
3.706557637689122,9.826301117648748,A
0.690643450580714,21.237435100843808,A
1.3091857024497835,13.613896650408442,A
0.7357188926505069,9.958446111052522,A
5.273078084478353,16.27375603258395,A
2.85766985807245,19.3087673308044,A
4.314280183735271,17.14946256218626,A
7.306748554445698,14.131955484297594,A
2.3696917186165622,10.371488695975424,A
3.577871922767223,9.570279834109408,A
6.1666335390728655,13.263505388081116,A
2.2159862411871685,18.433444976366,A
1.0773493237159475,10.574346082532823,A
2.6731358968532604,16.105938130570784,A
1.7091596544050331,10.195047108847929,A
7.472732392569298,6.997519080757843,A
6.560902846733127,8.190394011002633,A
5.250528173828176,10.019004529588372,A
7.035954426407883,7.642586556727127,A
6.527540576743358,6.846667032917582,A
1.8992754416452688,20.85973334518918,A
7.194192488674833,6.577995704082992,A
4.54506681436738,6.643500725460184,A
6.555801163730469,13.105761303395132,A
7.2206847494262,12.581335164808497,A
2.885026062288979,20.219750855017733,A
1.3253894339575756,19.832336500725468,A
2.209513719064563,17.731517651813977,A
3.7033084146969215,14.229213989014156,A
6.635110744418698,6.1901140608347145,A
6.955479374422576,5.261958821708569,A
0.5521409789839302,15.165846377045424,A
4.330604769331742,7.376203996016364,A
3.630582523615842,14.50172605917488,A
2.165808578530477,14.513782440107448,A
1.398990255002621,7.938168064950986,A
3.03211378552721,9.94225673941792,A
7.571822779343893,8.426529988579707,A
2.9240219901556643,6.957089562993845,A
