region_index,income,sector
1.047,17.432,Agriculture
1.299,21.363,Manufacturing
9.7471,17.489,Manufacturing
6.4347,19.462,Manufacturing
1.4727,24.622,Manufacturing
0.9014,3.2088,Services
1.9856,27.35,Tech
4.7871,19.196,Tech
5.6684,15.281,Agriculture
8.4997,1.8067,Services
8.7308,0.71356,Manufacturing
3.1126,18.607,Agriculture
2.4424,13.361,Services
4.9161,27.599,Tech
1.8581,1.5243,Services
9.0835,4.5571,Services
0.58158,10.259,Tech
3.8242,13.621,Services
0.017271,0.46596,Services
9.3005,17.302,Tech
8.2786,27.231,Manufacturing
6.0328,29.054,Services
8.249,19.353,Services
5.5243,21.121,Manufacturing
0.068135,9.7505,Tech
0.64563,3.2195,Tech
6.7465,16.583,Agriculture
7.6301,8.6527,Services
7.3233,23.433,Services
8.1486,13.694,Services
2.3597,6.7539,Tech
2.1242,18.103,Agriculture
5.2793,15.886,Services
6.6625,19.664,Manufacturing
3.5666,18.855,Tech
2.833,22.8,Services
5.53,18.795,Manufacturing
8.4583,4.7062,Manufacturing
6.7629,15.195,Tech
7.0838,16.742,Manufacturing
6.2674,15.408,Agriculture
9.3851,10.619,Tech
2.2793,9.2018,Agriculture
4.2116,13.415,Manufacturing
8.4859,5.4026,Services
4.538,19.458,Services
8.1381,21.304,Agriculture
4.2544,23.146,Manufacturing
0.61835,12.508,Manufacturing
7.3305,25.423,Manufacturing
9.84,18.097,Agriculture
1.9209,15.604,Agriculture
0.1076,12.64,Tech
7.6051,19.34,Services
9.6574,11.049,Tech
1.897,24.42,Manufacturing
1.675,15.629,Agriculture
5.9343,15.455,Agriculture
3.7598,28.69,Services
5.4727,22.301,Services
4.2577,3.9215,Services
3.673,0.054365,Manufacturing
4.6223,24.15,Services
6.449,11.345,Manufacturing
1.4001,7.3016,Services
5.0222,7.7175,Services
3.0369,18.484,Agriculture
2.4135,20.396,Manufacturing
5.0342,27.151,Tech
6.3557,24.129,Services
9.2446,25.18,Manufacturing
6.0668,1.5698,Services
5.5863,26.249,Manufacturing
3.9202,17.014,Agriculture
0.1577,23.35,Services
0.85429,22.37,Services
0.029645,8.6682,Manufacturing
0.095806,17.459,Agriculture
8.428,13.873,Services
1.8884,18.375,Agriculture
8.9996,15.47,Agriculture
8.2311,24.479,Tech
4.6624,4.3847,Manufacturing
1.2257,10.363,Services
3.8169,16.256,Agriculture
8.9822,27.372,Tech
9.1046,14.253,Tech
3.2035,27.106,Manufacturing
9.9269,4.3449,Manufacturing
9.3367,18.275,Manufacturing
9.8825,15.287,Agriculture
4.1537,28.065,Tech
8.5903,28.828,Services
9.5785,24.715,Tech
2.7081,27.674,Services
6.9819,26.403,Manufacturing
1.0878,16.703,Agriculture
6.4082,24.219,Services
7.0416,16.111,Agriculture
0.81707,1.4807,Manufacturing
2.0326,4.5186,Services
0.58356,4.6171,Manufacturing
2.4394,26.543,Tech
6.8869,28.598,Tech
9.3867,13.919,Agriculture
4.217,16.894,Agriculture
7.4441,29.47,Services
9.949,2.7091,Manufacturing
6.9881,19.808,Services
5.2786,21.725,Manufacturing
6.5685,15.191,Agriculture
2.6503,0.61323,Manufacturing
9.9449,25.568,Services
6.4195,29.768,Services
4.8152,18.063,Agriculture
3.4001,0.57008,Tech
0.97457,17.061,Agriculture
6.01,16.111,Manufacturing
0.96584,8.0354,Services
9.1381,6.5549,Services
3.9879,16.895,Agriculture
6.5593,16.805,Agriculture
0.95666,16.777,Agriculture
4.1898,2.8099,Agriculture
9.2116,7.2415,Tech
9.1377,14.848,Tech
0.44751,14.761,Agriculture
4.3244,1.5227,Tech
9.9612,9.7444,Services
7.9754,10.408,Services
7.7464,17.002,Services
7.1934,22.098,Services
7.1423,13.095,Agriculture
3.0047,15.248,Tech
2.2618,16.675,Agriculture
1.3641,4.8299,Services
5.711,4.1252,Services
1.8728,13.112,Tech
4.7661,14.683,Manufacturing
9.275,24.302,Agriculture
8.4543,29.467,Manufacturing
2.2349,20.599,Tech
4.9315,9.9073,Tech
7.4964,18.626,Tech
3.2849,27.329,Manufacturing
3.9462,14.871,Manufacturing
9.6677,0.44791,Tech
4.3182,0.40669,Services
5.018,24.821,Services
3.4017,22.663,Tech
6.3031,26.366,Services
2.4822,16.518,Tech
6.8431,0.93158,Manufacturing
4.5943,16.824,Agriculture
3.1609,23.091,Services
6.2765,6.291,Services
2.4666,5.8363,Manufacturing
5.7374,17.741,Agriculture
3.4378,24.182,Tech
2.4267,9.029,Services
0.37564,28.531,Tech
9.0711,15.607,Tech
5.7665,2.3466,Tech
7.8965,22.877,Services
0.6819,15.879,Tech
1.7218,11.662,Tech
6.7404,14.995,Tech
1.0995,19.271,Agriculture
8.6705,13.428,Services
1.9102,16.61,Agriculture
2.4832,20.447,Tech
2.0333,24.271,Manufacturing
6.3355,9.146,Tech
8.6087,16.625,Agriculture
5.924,17.078,Agriculture
9.5588,18.144,Agriculture
5.8029,16.207,Manufacturing
5.9178,18.543,Agriculture
1.8004,10.43,Tech
8.6449,13.449,Tech
5.9391,2.0486,Tech
5.6727,2.7007,Agriculture
3.9198,17.206,Agriculture
6.3218,21.01,Tech
3.5845,19.509,Services
1.3028,20.131,Services
8.7494,12.055,Tech
4.4066,20.102,Agriculture
8.4244,11.244,Tech
6.9506,7.3602,Agriculture
8.0225,24.831,Tech
6.0611,4.984,Tech
0.62533,17.189,Agriculture
3.7919,21.991,Manufacturing
4.863,18.291,Agriculture
9.2278,10.373,Manufacturing
9.2437,11.158,Manufacturing
8.7605,14.682,Tech
1.2394,17.585,Agriculture
6.1704,21.531,Services
9.7469,0.82706,Manufacturing
1.0813,2.4406,Tech
8.7378,8.964,Services
6.0685,9.1199,Manufacturing
0.69538,6.6993,Services
9.7385,0.37069,Services
1.5924,6.3232,Tech
1.4862,0.31874,Agriculture
0.81647,29.854,Tech
2.0041,9.4834,Services
7.9895,19.53,Tech
6.7398,16.809,Agriculture
2.2249,1.4126,Manufacturing
2.4303,27.811,Services
6.9869,26.263,Manufacturing
7.215,0.44536,Services
4.8108,1.7655,Manufacturing
2.8925,21.522,Services
1.3677,24.146,Services
6.1533,25.773,Tech
3.9228,13.108,Services
0.32275,12.438,Tech
6.5834,28.408,Services
8.4419,19.569,Agriculture
5.9489,14.135,Services
2.5364,21.37,Services
2.0772,27.323,Services
4.1769,23.872,Tech
5.0561,17.447,Agriculture
4.8912,5.7936,Tech
2.0129,21.175,Tech
4.0923,19.863,Manufacturing
9.6435,15.098,Services
7.883,7.5957,Agriculture
9.3558,20.278,Agriculture
9.9809,18.931,Tech
3.8201,29.962,Manufacturing
4.5185,29.111,Tech
4.63,0.015473,Manufacturing
7.1558,15.979,Agriculture
3.1408,16.024,Agriculture
5.1082,28.757,Services
1.2046,15.142,Services
9.6299,24.552,Manufacturing
