month,humidity,season
4.1212,17.676,Spring
9.2709,8.0491,Fall
1.1648,12.028,Winter
6.8038,27.738,Fall
0.70558,25.476,Fall
3.0033,18.345,Fall
4.0888,0.53204,Winter
2.0382,3.324,Fall
3.7482,6.5416,Spring
6.5977,26.446,Summer
7.1216,8.7373,Summer
9.287,7.7136,Spring
6.8611,3.0168,Fall
4.9854,7.0141,Winter
6.3574,0.17005,Fall
2.1518,14.633,Winter
5.4569,12.565,Spring
0.1209,17.454,Fall
9.2453,12.689,Winter
8.9493,5.5066,Winter
7.6268,8.9287,Winter
1.4717,15.108,Winter
1.264,12.65,Winter
1.9225,22.188,Fall
9.6882,10.602,Winter
5.8202,17.269,Summer
3.2939,5.2885,Fall
6.9275,29.675,Spring
9.2024,12.92,Winter
1.2288,1.5849,Fall
9.6281,5.2887,Fall
5.7413,1.6318,Fall
1.6643,5.9333,Fall
4.7678,25.34,Summer
6.9194,1.4468,Fall
2.6167,15.076,Winter
3.4543,0.74266,Summer
9.4315,10.73,Winter
6.8669,14.356,Winter
2.2531,12.781,Fall
4.4918,23.473,Summer
8.5175,12.297,Spring
9.941,1.0065,Summer
8.7198,2.1354,Fall
0.0087463,2.811,Winter
3.4422,18.976,Fall
8.6343,14.109,Winter
8.3966,27.737,Spring
4.2849,3.5957,Summer
7.7857,19.023,Spring
3.0075,12.853,Spring
8.6722,22.289,Spring
1.6832,25.902,Spring
9.6366,14.187,Spring
4.7935,9.5386,Spring
5.7125,29.754,Summer
1.9132,20.981,Fall
5.2238,4.1768,Winter
2.7669,11.225,Winter
6.9472,2.3899,Summer
4.7021,20.277,Spring
2.6847,11.148,Spring
4.4863,27.215,Fall
3.323,29.314,Spring
3.104,19.424,Summer
8.437,10.763,Spring
7.025,7.5646,Spring
8.8471,20.717,Spring
0.41418,26.148,Fall
3.9351,15.443,Winter
1.4967,10.213,Summer
0.78082,22.615,Spring
5.8198,12.39,Summer
3.4937,15.564,Spring
9.2636,15.672,Winter
8.8453,27.982,Spring
7.6424,10.55,Fall
0.51602,4.079,Summer
3.4574,16.316,Spring
2.574,20.229,Summer
5.0559,27.879,Spring
1.3574,2.1808,Fall
9.6524,23.55,Spring
6.2983,2.5883,Winter
6.7498,9.7481,Spring
9.7563,4.0476,Winter
0.032601,13.615,Fall
5.5971,7.2156,Winter
1.8894,28.264,Summer
6.8241,27.019,Fall
2.5231,7.3878,Spring
0.94111,6.9114,Spring
2.1817,26.017,Spring
1.4788,12.19,Summer
3.8529,19.288,Fall
9.2826,9.4249,Summer
3.1587,8.5676,Spring
2.4581,20.406,Summer
1.9509,21.633,Summer
9.7252,15.279,Fall
7.3491,23.326,Summer
9.8724,27.107,Fall
5.058,21.847,Spring
1.9383,13.129,Winter
4.8796,4.1968,Spring
4.8847,6.9451,Summer
2.297,5.6348,Summer
8.1611,19.827,Summer
6.9306,8.0532,Summer
0.16926,0.96685,Winter
5.6118,2.1295,Fall
0.14528,17.185,Summer
3.6368,28.944,Fall
6.4669,22.044,Spring
6.3517,16.085,Summer
8.6689,10.833,Spring
5.5078,17.885,Spring
9.7752,16.079,Winter
1.0519,7.4084,Spring
1.1903,14.364,Winter
0.72723,4.0435,Winter
2.5396,23.358,Fall
1.2606,10.538,Winter
6.501,3.2324,Winter
2.8101,28.805,Spring
9.6963,10.221,Fall
5.1735,15.168,Winter
5.1088,2.488,Winter
2.5978,15.505,Winter
2.7655,17.043,Fall
1.0422,16.887,Spring
3.5229,8.7867,Winter
5.8057,21.006,Spring
0.36926,15.523,Winter
1.0063,9.0328,Spring
8.5305,27.688,Summer
3.9054,29.02,Fall
2.3421,12.042,Winter
7.5863,24.081,Summer
8.5016,9.0003,Winter
2.0009,12.066,Fall
8.7778,19.749,Spring
2.8313,25.372,Fall
9.8533,4.188,Winter
5.4642,5.4472,Spring
3.723,27.493,Summer
1.564,6.1955,Spring
1.0809,26.606,Spring
3.2867,7.0249,Spring
9.8065,1.3659,Summer
4.4287,2.5969,Summer
8.259,26.632,Summer
9.6458,9.7172,Winter
3.6878,21.512,Spring
8.9759,20.763,Summer
3.5769,24.085,Summer
5.4358,26.258,Spring
8.5123,12.716,Summer
2.1794,15.769,Fall
0.64107,10.43,Fall
8.4497,7.6787,Winter
1.6788,5.6174,Fall
6.2384,27.289,Summer
9.6337,10.766,Fall
5.67,17.686,Spring
1.494,19.266,Summer
8.8335,15.005,Fall
5.5005,12.194,Winter
4.3436,12.681,Winter
1.961,19.924,Spring
7.2084,6.7063,Spring
9.7473,14.239,Winter
6.5595,23.131,Fall
8.4469,12.154,Winter
5.9534,10.362,Spring
6.0218,10.318,Fall
3.0788,18.378,Fall
3.2332,6.316,Winter
5.7284,3.0849,Winter
6.5226,15.896,Fall
3.9827,2.1267,Summer
6.0605,6.3803,Winter
5.9729,21.671,Spring
4.0565,6.0517,Fall
8.6242,8.7608,Winter
6.2503,24.63,Fall
2.9016,15.755,Fall
6.6899,26.15,Spring
0.18193,11.818,Fall
7.1385,25.9,Fall
2.0688,6.705,Fall
8.8073,12.756,Summer
8.0465,7.531,Winter
9.2997,28.715,Summer
7.571,2.7151,Fall
1.4391,4.6004,Winter
5.3147,18.499,Spring
9.9448,4.6001,Winter
1.6204,26.591,Fall
5.5947,25.398,Fall
9.1346,21.621,Fall
0.68874,9.8819,Winter
1.4602,26.719,Fall
9.0423,16.489,Fall
5.5096,2.3323,Spring
2.8459,5.1104,Spring
7.5068,14.458,Winter
1.134,6.2822,Fall
9.9332,12.219,Fall
9.5091,3.7418,Summer
1.8622,22.847,Summer
2.7674,8.8508,Summer
4.3165,9.3603,Winter
0.7598,2.7549,Winter
6.1199,11.467,Spring
0.74016,15.696,Fall
0.76013,12.757,Winter
6.0854,19.015,Spring
4.6228,27.844,Summer
2.1591,26.796,Summer
3.694,6.3477,Spring
4.9947,14.288,Spring
