experience,salary,department
4.531,4.9613,Engineering
1.9733,12.462,Sales
7.5388,16.528,Engineering
7.3746,27.67,Engineering
7.7719,10.406,Sales
5.2171,21.344,HR
4.7424,11.923,Engineering
9.4828,28.574,HR
3.5062,14.746,HR
4.6273,10.741,Sales
7.2214,23.319,Marketing
7.491,8.9226,Sales
1.0809,15.798,HR
6.7126,6.4449,Engineering
8.17,11.582,Sales
4.5938,21.256,Engineering
7.8632,20.543,HR
1.2193,7.6578,Marketing
4.4655,18.117,HR
0.19857,3.4981,HR
0.027629,6.518,HR
1.093,19.092,HR
6.7947,2.0103,Sales
7.0774,21.796,Engineering
5.4804,15.135,HR
9.1256,27.559,Engineering
2.2747,26.515,Engineering
1.3761,5.9035,Sales
6.1091,23.331,HR
8.829,7.2438,Engineering
2.7128,0.80677,Sales
0.98351,10.357,Marketing
8.4209,26.863,Marketing
8.6485,2.5782,Marketing
1.5291,7.4554,Sales
8.92,0.70633,Engineering
3.8322,20.147,Marketing
1.1083,13.422,Sales
9.7923,8.1832,Sales
2.3181,16.531,Sales
1.8021,4.2023,Engineering
0.55164,21.856,Marketing
8.5608,22.898,HR
5.4488,15.87,Sales
3.2186,0.42081,HR
3.645,15.943,Marketing
1.0744,28.146,Marketing
1.2844,26.034,HR
3.608,20.543,Marketing
8.8152,10.09,Engineering
0.64763,1.8947,Engineering
8.8524,11.448,Marketing
8.9712,7.9824,Engineering
7.6247,16.584,Marketing
9.28,14.751,HR
0.40112,9.616,Engineering
2.0156,13.022,Engineering
7.0148,4.4576,Sales
4.4598,21.091,Marketing
6.6411,15.556,Engineering
2.6616,25.551,Marketing
2.2846,10.937,Marketing
5.1356,9.9165,HR
7.6517,14.107,Sales
9.0287,7.4605,Engineering
9.3064,6.4022,HR
9.7423,20.794,Marketing
6.142,6.5156,Sales
2.2098,27.218,Engineering
8.7702,29.355,Marketing
4.71,12.07,HR
0.75877,9.3037,Sales
0.2207,6.1795,Sales
8.4878,7.2326,Sales
8.3097,8.5241,Engineering
8.9906,26.37,Marketing
9.2361,17.779,Engineering
8.5383,0.48963,Sales
1.2116,5.1208,Engineering
1.4297,17.426,HR
7.4022,11.79,Sales
8.2189,7.6523,HR
9.0585,16.292,HR
2.1105,3.4439,Sales
5.0281,28.706,Marketing
5.6301,7.0156,Marketing
5.7015,12.537,Marketing
6.7008,8.8187,Marketing
7.5731,5.3249,Marketing
9.4205,26.532,Marketing
2.4065,3.504,Marketing
7.5059,15.137,HR
5.4485,10.232,Engineering
1.3073,23.426,Marketing
9.8893,0.75547,Engineering
6.6223,13.506,Marketing
7.5943,5.2707,Sales
8.6267,1.9049,Engineering
7.2132,16.179,Engineering
1.7691,18.171,Engineering
9.8862,3.8755,Sales
5.0274,6.9575,Sales
3.5203,0.31003,Sales
1.9161,13.78,Sales
2.659,23.846,HR
6.2159,17.209,Sales
3.2231,1.1746,HR
1.481,1.1774,Sales
2.0705,0.94091,HR
7.1896,21.328,Marketing
6.9558,29.291,HR
4.0457,27.405,Engineering
4.2125,2.4448,Engineering
4.3649,27.074,HR
8.2411,3.3938,HR
3.4876,5.9489,Marketing
6.8928,1.92,Marketing
9.6785,28.141,HR
2.5733,5.687,Marketing
2.5664,2.7965,Sales
2.8841,29.347,HR
0.91731,28.023,HR
5.9291,19.475,Engineering
5.9662,12.36,Sales
0.1943,4.6327,HR
6.865,20.984,Marketing
4.0965,18.454,Engineering
2.1097,21.025,Marketing
4.6969,9.073,Sales
7.6893,6.8829,Sales
7.8189,12.533,Marketing
1.6736,7.8255,Engineering
9.2484,7.394,Marketing
8.5493,4.6469,Marketing
1.3657,3.2974,Engineering
5.6014,20.004,Marketing
0.16993,17.012,HR
9.1842,22.417,Engineering
7.088,6.7462,HR
7.9836,2.6529,Sales
0.36778,6.5045,Marketing
1.7938,28.961,HR
2.3786,14.174,Engineering
4.0817,6.2827,Engineering
3.0314,6.6089,Marketing
9.3965,6.3521,HR
4.6608,6.5034,Sales
8.0805,29.093,Engineering
8.4887,27.823,HR
8.1674,5.2839,HR
5.6109,9.0318,HR
7.0479,25.076,Marketing
8.2101,10.786,HR
3.1489,9.2557,Sales
7.6413,27.411,Engineering
7.7383,2.2614,HR
0.73853,0.34779,Engineering
8.4776,18.052,Engineering
7.8539,17.284,Engineering
2.8608,20.277,Engineering
4.5731,24.479,Marketing
1.7355,4.4706,HR
9.9032,6.9457,HR
7.8169,11.247,Engineering
4.0613,14.23,Engineering
0.43689,16.649,Sales
9.3145,13.625,HR
7.6284,6.0908,Sales
8.2955,15.896,Sales
5.7247,2.7118,Marketing
9.3014,28.953,HR
