experience,salary,department
8.8934,3.667,Engineering
3.3381,18.191,Sales
8.5277,11.884,HR
5.0709,10.087,Marketing
1.1231,18.57,Engineering
1.9603,13.143,Sales
2.0024,16.471,Marketing
4.9524,16.863,Marketing
9.7845,8.2645,Marketing
8.8816,19.988,Marketing
2.1874,2.7678,Sales
7.6379,14.314,HR
8.7074,8.0313,Engineering
7.1979,22.951,HR
6.6285,20.105,Sales
0.86151,5.8087,Engineering
1.2566,13.622,Engineering
8.4579,14.787,Marketing
3.3602,27.849,Engineering
3.5144,24.243,Engineering
8.9798,6.6252,Engineering
3.7109,25.681,Marketing
9.2194,4.4766,HR
4.9547,6.836,Engineering
2.5577,9.128,Sales
3.0996,11.576,Sales
1.5557,10.268,Marketing
2.3582,13.862,HR
3.4341,19.595,Engineering
1.8192,13.85,Engineering
3.5192,2.194,HR
1.2807,2.4313,HR
2.1217,26.573,HR
8.9665,13.302,HR
3.8996,24.337,Marketing
5.9809,10.257,Marketing
9.3638,1.4937,Marketing
1.8814,2.335,Engineering
1.9963,5.4061,HR
1.4479,19.742,HR
5.838,27.65,Engineering
3.605,10.758,Sales
2.8765,29.945,Engineering
9.9171,4.3085,HR
8.9441,4.7266,HR
7.5039,9.1428,Engineering
6.3481,20.767,Sales
0.92742,12.912,Marketing
4.4836,6.4483,Engineering
9.2566,18.829,HR
0.79848,2.7148,Sales
9.1327,16.284,Engineering
8.2305,16.777,HR
3.3924,24.673,Marketing
5.8566,9.8673,Marketing
0.6088,0.97193,Engineering
3.8744,16.061,Sales
8.431,27.837,HR
1.1201,5.1723,Sales
1.422,6.5882,Sales
6.3025,10.853,Engineering
3.7719,3.6911,HR
6.5848,3.2719,Sales
9.8959,16.767,HR
6.9395,0.46495,HR
8.2051,4.0745,Marketing
0.82897,25.648,Marketing
0.039783,3.9854,Sales
5.9948,21.74,Sales
9.0505,22.328,Engineering
5.083,17.664,HR
3.3691,13.851,Marketing
3.0992,10.2,Engineering
7.9873,4.3543,Marketing
8.7332,3.402,HR
3.2428,17.608,Engineering
9.0231,7.8208,Marketing
4.8937,1.7361,Engineering
5.7462,4.7862,Marketing
8.8262,14.665,Sales
9.7666,22.591,Engineering
6.6294,0.73649,HR
9.0579,17.133,HR
5.1873,0.34224,Engineering
6.5136,20.366,Engineering
8.9824,15.417,Sales
1.7572,18.264,Sales
5.9063,22.45,Marketing
3.8597,2.7733,Sales
8.6014,2.0609,Marketing
4.7758,19.385,HR
8.0596,5.7284,HR
3.6462,9.0315,Sales
5.2475,29.728,Engineering
7.539,16.208,Engineering
9.0459,13.849,HR
8.0188,24.618,Engineering
0.43033,20.971,Marketing
7.4639,28.014,HR
9.0179,7.6166,HR
0.64367,17.738,Sales
3.7156,29.561,Marketing
5.4223,7.7318,Engineering
0.044919,12.203,Marketing
8.6189,27.589,Engineering
7.6526,4.7885,Marketing
6.4973,12.379,HR
5.3189,21.026,HR
3.3461,12.908,Engineering
2.3377,15.092,HR
8.1443,21.746,Sales
1.0522,21.056,Sales
3.7635,4.1934,HR
4.1477,8.9352,Sales
3.3005,21.183,Engineering
7.7874,23.711,Marketing
0.63881,27.7,Marketing
4.4066,28.318,Engineering
4.71,3.065,Sales
7.0876,15.405,Engineering
0.78783,6.822,Marketing
1.4139,5.9842,HR
4.8733,12.359,Sales
7.0566,19.354,Marketing
6.3271,4.2858,Sales
7.1164,8.7857,Engineering
5.3646,2.899,Marketing
8.6619,0.027195,Sales
3.1319,5.8293,Marketing
3.7651,7.4569,Sales
5.1229,5.8637,Engineering
0.06772,10.165,Marketing
7.0934,5.5847,Marketing
0.017789,13.904,Sales
2.4759,15.558,HR
7.7697,10.044,Sales
4.7443,17.21,Marketing
9.9493,29.394,Marketing
6.854,24.479,HR
8.1572,2.5266,Engineering
4.5791,23.565,Engineering
8.118,19.986,Marketing
9.7415,15.121,Marketing
5.1243,10.279,Marketing
1.0309,12.678,Engineering
3.6542,0.98889,Marketing
6.7812,2.0014,HR
3.674,23.848,HR
4.3438,15.74,Engineering
0.28655,15.934,Marketing
5.162,15.985,HR
5.0473,9.7371,Sales
7.1731,12.598,Marketing
5.8396,14.64,HR
9.7013,4.9533,Engineering
4.0607,23.183,Marketing
7.1913,18.173,Marketing
2.2328,23.305,HR
8.0823,25.967,HR
9.4038,18.387,Marketing
0.34141,18.397,Engineering
6.3058,7.293,Engineering
7.2197,8.0496,Sales
8.0969,15.831,Sales
5.0097,17.133,Sales
6.904,8.5286,HR
0.60881,22.566,HR
0.5731,6.2951,Engineering
6.5837,12.435,Sales
4.0976,20.599,Engineering
2.5134,6.328,Sales
8.6368,0.009784,Marketing
8.2495,11.469,Engineering
4.4499,1.9341,HR
4.6664,21.211,HR
1.2969,1.742,HR
9.7762,4.643,Sales
1.1064,2.6181,HR
4.0281,7.5196,Marketing
3.36,19.892,HR
6.6234,10.59,Engineering
4.4442,27.463,HR
8.7667,29.225,Marketing
8.2899,14.863,Sales
4.8592,11.354,Sales
0.74994,9.0357,Marketing
6.5362,17.599,Sales
9.8553,27.807,Marketing
0.65922,8.8248,HR
0.22914,16.488,Marketing
5.8001,6.9837,Marketing
9.1522,15.936,HR
9.0741,1.5324,Engineering
4.1071,1.8921,Marketing
1.4129,23.746,Marketing
2.3982,10.279,Engineering
1.9944,20.032,Sales
3.1054,6.8001,Sales
3.2387,16.507,Marketing
7.8542,21.66,Sales
1.4823,18.064,HR
7.7876,25.287,HR
2.7351,7.9861,Sales
2.6548,29.37,HR
5.8893,12.031,Sales
8.7923,19.289,Sales
2.8952,15.42,HR
3.2479,21.411,Sales
7.6596,10.283,Marketing
1.8801,4.7813,Engineering
2.6253,2.47,Engineering
3.6507,1.8195,Marketing
0.8034,18.668,HR
8.0618,8.2367,Sales
6.704,14.166,Marketing
4.1028,3.5164,Marketing
0.30946,2.3104,Sales
5.334,0.029566,Engineering
9.2443,28.645,Marketing
2.8886,22.809,HR
1.439,2.0601,HR
6.0737,27.72,Marketing
8.0783,17.207,Engineering
2.6621,8.4586,Sales
9.6676,27.861,Marketing
1.503,10.577,Sales
9.1799,10.697,Marketing
7.7005,28.276,Marketing
5.7727,22.888,Marketing
6.8863,14.879,Sales
2.361,2.3115,Marketing
1.2318,19.735,Marketing
6.095,17.958,Marketing
4.5534,6.9155,Marketing
4.4555,13.793,Sales
0.25584,26.64,HR
1.1702,2.4202,HR
1.8624,16.148,HR
7.7685,28.688,Marketing
8.4658,0.29545,Marketing
6.3187,1.0811,Sales
1.347,4.8671,Engineering
1.4869,6.4715,Engineering
6.717,25.938,HR
2.5828,9.9566,HR
4.4732,19.198,HR
2.3598,24.958,Engineering
8.924,2.7304,Engineering
0.22637,17.244,HR
9.6355,6.2947,Marketing
4.7729,14.182,Engineering
7.5538,22.251,Sales
0.47818,22.156,Engineering
8.0181,24.389,HR
7.3487,27.316,Marketing
6.7129,25.646,Engineering
1.2725,10.274,Engineering
4.0239,14.722,Marketing
9.0111,27.509,HR
9.531,25.762,Marketing
5.117,12.847,Sales
0.41452,3.6977,HR
3.045,12.809,Engineering
3.3679,18.52,Marketing
6.8595,24.081,HR
2.8118,6.6352,Marketing
9.496,16.899,Engineering
2.0764,1.7268,Engineering
6.3038,28.95,Engineering
3.526,9.4761,Engineering
2.8139,20.552,Marketing
4.4658,4.1241,Engineering
1.5211,20.987,Engineering
5.6768,13.936,HR
3.3328,28.76,Engineering
0.47524,23.193,Engineering
8.2679,8.087,Engineering
5.1556,11.01,Engineering
2.9814,23.395,HR
3.8862,11.099,Marketing
9.9402,6.5632,Sales
8.3388,27.626,HR
5.0459,23.748,Engineering
1.4578,17.364,Sales
5.6932,11.139,Sales
9.9539,12.357,Sales
1.3875,3.6424,Engineering
9.3412,6.8721,Sales
1.0712,10.855,Sales
6.9035,29.426,HR
7.0004,8.2846,HR
7.3038,9.1163,Marketing
6.6961,20.242,Sales
4.715,22.426,Marketing
1.445,27.817,Marketing
1.9652,27.071,Marketing
0.21096,3.1497,Engineering
1.773,15.033,HR
9.4253,17.832,Engineering
0.76725,20.656,Marketing
0.269,16.852,Engineering
3.8978,27.109,HR
8.7213,18.052,Sales
5.8703,25.744,HR
3.8435,12.499,Sales
9.124,10.659,HR
0.80182,19.373,Marketing
8.1709,0.63602,Engineering
0.91503,0.38875,Marketing
4.5507,17.901,Marketing
6.8232,5.3704,HR
6.7635,17.511,HR
4.6481,19.808,Engineering
6.9423,29.643,Engineering
8.371,8.1925,Engineering
0.069219,0.16113,HR
8.6498,9.6219,Marketing
6.3496,26.034,HR
7.6232,6.3614,HR
6.5663,12.806,Sales
6.1431,29.707,Marketing
1.7881,16.835,Sales
4.1481,13.849,Sales
1.2486,20.862,Engineering
4.4195,0.59759,HR
2.3666,5.5638,HR
2.4868,11.957,HR
1.4158,1.5322,Sales
3.521,13.639,Sales
5.6226,26.27,Engineering
6.5425,14.917,Engineering
9.4423,26.424,HR
5.1935,16.168,Engineering
0.53145,5.4183,HR
8.0451,1.2527,Sales
0.33576,21.206,Sales
8.9416,9.2902,Engineering
6.1927,3.4561,Marketing
3.6331,2.7492,HR
6.1894,5.3113,Marketing
9.963,1.4999,Engineering
3.2303,21.688,Marketing
5.2134,27.283,Engineering
1.2701,3.8809,Marketing
7.4824,8.7083,Engineering
2.7156,9.0334,Sales
3.369,26.667,Engineering
2.4284,7.9712,Sales
6.2605,28.724,Engineering
2.0758,24.381,Marketing
4.5139,22.642,Marketing
7.7309,19.682,Sales
5.9628,9.1814,Engineering
4.059,11.533,Engineering
5.6706,10.11,HR
3.0685,6.3589,Marketing
0.58971,9.3386,Sales
1.3292,0.33592,Engineering
9.6118,2.1912,HR
7.1971,18.491,HR
0.028307,12.336,Sales
8.5014,23.539,Engineering
9.1098,13.961,Engineering
3.0169,28.661,Engineering
6.1539,13.509,Engineering
5.1662,10.955,HR
2.2308,15.734,HR
7.8783,9.9414,HR
6.5099,20.787,Sales
5.9784,3.3721,Marketing
1.9562,22.369,Marketing
0.81701,12.914,HR
5.1842,15.756,Engineering
1.0597,18.405,HR
5.7256,6.6715,Sales
7.4926,21.613,Sales
7.0752,24.011,HR
7.1672,29.953,Marketing
9.7266,25.418,Marketing
4.6437,6.3489,Engineering
8.4685,1.2786,Sales
9.9337,19.839,Sales
7.4284,17.048,Sales
8.7735,3.7484,Sales
4.9504,19.743,HR
1.2377,4.6093,HR
4.1111,7.3157,Engineering
3.7793,13.853,HR
7.447,23.247,Engineering
9.2146,20.592,Engineering
6.1869,9.105,Engineering
6.3549,21.237,Marketing
7.6175,21.732,Engineering
1.6257,9.0782,Marketing
5.5762,2.421,Sales
7.8383,1.4989,Sales
8.5527,16.183,HR
9.5938,21.753,HR
4.9919,24.5,Engineering
9.4926,20.549,Marketing
8.0885,20.137,Sales
3.2746,8.0613,Sales
6.1895,5.4499,Sales
1.2308,20.04,Sales
4.7665,19.99,Marketing
5.8073,21.699,Marketing
3.472,13.045,Marketing
1.7055,2.0509,HR
3.385,23.559,Marketing
9.1646,4.2348,HR
4.745,22.279,HR
6.6956,17.816,Engineering
4.1834,16.055,HR
2.8161,22.108,Sales
8.711,20.941,HR
5.2401,14.606,Sales
5.7817,8.3198,Sales
2.7209,2.5214,Sales
0.11938,12.892,HR
1.4616,16.004,HR
8.9235,12.09,Marketing
1.401,7.1407,Sales
4.9689,22.486,Sales
6.3699,23.783,HR
5.2134,17.806,Engineering
3.4428,19.935,HR
0.40581,11.009,Engineering
7.2329,8.2376,Sales
1.2162,20.402,Engineering
7.9864,2.0369,Sales
0.4166,1.7,Marketing
1.5234,5.0768,Marketing
9.6606,22.423,Engineering
0.44405,22.79,Marketing
6.2279,12.124,Engineering
4.2435,22.29,Marketing
7.5344,20.439,HR
9.7208,10.114,HR
9.9637,5.6235,HR
6.4569,12.626,Sales
9.559,24.128,HR
6.3303,19.355,Marketing
0.62398,4.0057,HR
1.7914,12.591,Engineering
1.4274,27.853,Engineering
5.7664,14.512,HR
9.459,17.729,Engineering
1.5088,21.45,HR
5.9742,4.5918,Sales
9.3465,4.6587,Marketing
7.2217,24.228,HR
1.3946,24.184,Marketing
8.0156,15.261,Sales
0.55122,10.81,Sales
7.628,24.059,Engineering
7.6656,28.017,HR
9.2432,14.855,Engineering
0.42968,28.108,Engineering
3.5829,18.947,Marketing
4.3135,17.823,Marketing
6.1921,27.298,Marketing
0.973,16.18,Marketing
5.0035,24.001,HR
9.014,13.903,Engineering
2.8349,8.723,Sales
7.5427,8.9412,Sales
5.6814,15.223,Marketing
5.7147,25.478,HR
4.4038,18.692,Engineering
8.6214,1.73,Engineering
3.0541,2.2491,Engineering
3.3386,10.282,HR
2.4833,4.432,Sales
2.8677,3.6102,Engineering
5.3996,13.092,Marketing
1.7207,4.1874,Engineering
7.7847,17.749,Sales
4.3365,19.705,HR
5.257,16.565,Marketing
1.8169,6.8319,HR
5.4458,17.524,Marketing
9.801,1.0365,Sales
0.9023,27.805,Marketing
9.0826,11.879,Sales
7.147,16.67,Sales
8.9196,21.064,HR
2.2358,9.8379,HR
2.2252,24.272,Engineering
4.1284,11.143,Sales
6.7209,15.302,HR
8.1763,13.726,HR
7.9176,2.1661,HR
6.5506,3.7821,HR
0.58769,27.786,HR
2.9314,8.1014,Marketing
8.5292,23.767,HR
4.3075,7.5545,Engineering
9.0908,16.148,Engineering
7.5937,12.094,Marketing
6.6821,17.522,Marketing
0.47233,12.106,Marketing
5.7118,5.9691,Sales
1.0834,12.835,Marketing
1.3507,13.19,Marketing
8.1687,2.4681,Sales
8.2224,21.164,Sales
1.7669,14.797,Sales
8.6132,27.135,HR
8.503,18.907,Marketing
5.0082,5.7814,HR
1.2582,10.946,Marketing
8.6759,9.831,Sales
5.3486,3.7359,Engineering
2.6658,2.3545,Marketing
2.4264,11.379,Sales
0.16874,14.17,Engineering
8.9464,6.0724,HR
5.3893,3.3609,Marketing
4.5157,14.321,Sales
6.5257,3.2568,Marketing
7.4674,22.602,HR
8.2402,26.487,Engineering
1.5074,1.802,HR
2.6368,11.541,HR
2.3869,28.822,Marketing
4.3411,12.552,Engineering
6.7791,14.089,Marketing
0.60339,5.2573,HR
7.3488,6.5666,Engineering
2.8727,0.83875,Sales
6.9974,1.156,HR
2.6756,18.084,Engineering
0.61768,27.857,Marketing
3.9459,21.318,Sales
9.4251,0.35703,HR
2.0749,0.38284,Sales
6.249,22.43,Sales
0.48775,2.2006,Engineering
4.1145,11.903,Engineering
4.8734,23.113,Marketing
1.262,8.9468,Sales
2.6265,20.291,Engineering
9.9207,10.969,Marketing
0.32433,3.2711,Sales
6.7445,19.799,Sales
5.2726,2.1793,Marketing
2.2781,16.728,HR
5.3574,10.345,HR
1.4535,23.436,Engineering
1.0987,0.60747,Sales
4.5239,26.403,Marketing
4.7617,27.28,Engineering
6.7312,29.491,Marketing
2.2639,1.5356,Sales
7.9249,20.262,HR
2.2144,12.431,Engineering
3.7981,0.72751,Engineering
3.7419,27.933,Engineering
1.2549,16.94,HR
0.9074,18.859,Sales
5.8964,21.128,Sales
2.3552,1.4538,Sales
5.5978,18.484,Marketing
6.119,23.777,Marketing
4.4696,16.835,Marketing
9.3078,6.1812,HR
3.1182,5.2806,Sales
8.4759,2.5663,Sales
6.7847,7.1313,Marketing
3.2051,6.0614,Sales
0.47045,4.0447,Engineering
1.68,15.809,Marketing
6.9347,22.146,Sales
6.2991,9.9363,Sales
9.9445,23.361,Engineering
5.6247,21.668,Marketing
0.3769,13.697,HR
3.6411,6.783,Marketing
4.0154,17.776,Sales
6.4541,2.7284,Sales
6.2096,9.6014,HR
8.8934,3.3885,Sales
4.5321,22.161,Sales
0.26825,4.947,Sales
3.0328,6.082,HR
1.1976,12.158,Engineering
0.67319,16.84,HR
9.8161,2.2353,HR
1.4175,9.9166,Engineering
2.8555,16.385,Engineering
1.3414,12.614,Marketing
0.91252,16.901,HR
5.8892,14.388,Sales
1.937,23.659,Engineering
5.0157,16.246,Sales
3.9985,9.0515,HR
0.81588,16.557,Sales
3.8309,6.9411,Sales
1.9834,9.9586,Engineering
1.4071,23.319,Marketing
0.90443,22.14,Sales
1.7393,19.343,Sales
6.4665,11.918,Engineering
9.9012,26.462,HR
5.243,14.068,Engineering
1.8135,27.17,Engineering
5.9658,17.61,Marketing
5.6847,26.694,Marketing
0.57006,11.14,Sales
5.9938,13.193,Sales
2.9696,11.426,Sales
3.9033,24.918,Marketing
0.48175,26.446,Marketing
8.8323,2.1682,HR
3.6375,5.3351,Marketing
5.203,8.6896,Engineering
9.2535,26.842,HR
4.116,17.977,Marketing
7.9365,12.775,Engineering
8.0999,23.618,Engineering
2.9507,26.24,Engineering
8.4027,9.1716,Engineering
0.8283,26.337,HR
2.1619,3.7438,Marketing
5.6363,20.373,Marketing
5.2064,9.6076,HR
9.2004,5.0525,Sales
2.5052,25.953,HR
6.1689,19.014,Sales
0.47626,26.205,Engineering
9.0545,0.954,Sales
4.8141,29.342,Marketing
1.0287,20.398,Marketing
5.8246,19.49,Engineering
9.5611,8.415,Sales
0.70278,10.301,Marketing
7.959,10.347,Sales
3.1762,14.177,Engineering
7.88,16.883,Sales
3.9813,29.112,Marketing
9.6658,21.521,Sales
9.3393,5.1425,Marketing
0.4897,14.744,Marketing
5.3173,17.344,Marketing
8.0923,13.623,Engineering
8.7285,16.197,Engineering
1.008,9.0334,Marketing
6.7191,20.221,HR
6.7082,28.857,Engineering
6.3471,2.0984,Sales
7.7169,0.79679,Sales
4.7587,4.9356,Marketing
0.92545,2.8293,HR
8.3895,26.26,Engineering
7.3095,8.9407,Sales
3.9555,7.709,Marketing
0.26973,9.2323,Sales
3.7289,22.779,Marketing
7.2263,12.183,Sales
9.9128,15.707,Sales
1.8268,28.458,Engineering
1.1032,21.376,Engineering
5.8257,17.689,Engineering
9.2223,19.044,Marketing
6.6175,24.189,HR
0.045282,19.777,Marketing
0.77779,12.232,Sales
4.5992,27.884,HR
8.3868,23.186,Marketing
3.1399,9.877,Sales
7.7739,7.4477,HR
7.7254,26.936,Marketing
5.4022,17.717,Marketing
5.7302,2.1419,HR
0.91565,21.739,Engineering
5.6669,13.53,Sales
7.2667,16.513,Engineering
8.2105,0.49631,Sales
6.3948,0.46464,Engineering
3.9284,6.0629,Marketing
1.0174,2.066,Sales
3.8116,5.2296,Engineering
9.4977,25.918,Marketing
5.7778,3.9767,HR
5.5919,24.917,Marketing
9.0236,8.0918,Sales
6.7334,16.092,HR
8.7162,27.074,HR
7.6354,14.048,Marketing
0.38332,4.8612,Engineering
2.6446,14.402,Marketing
0.32616,22.883,HR
9.5438,8.9284,HR
4.4084,17.013,Marketing
8.2581,1.7276,Engineering
6.907,18.96,Sales
7.1572,0.49415,Marketing
0.10169,0.37786,Marketing
1.0455,9.6194,Marketing
6.918,12.74,Sales
3.2281,14.122,Marketing
8.9614,9.7164,Marketing
4.489,13.19,Marketing
1.4844,27.794,Engineering
3.1861,5.1763,Sales
7.5221,18.762,HR
0.55812,3.3196,Sales
0.14405,8.6006,Engineering
8.5463,7.0271,Marketing
4.141,14.108,Marketing
7.576,7.509,HR
3.7107,7.7184,Sales
9.3515,1.1277,Marketing
3.2235,14.215,HR
2.8141,0.70981,Sales
7.2304,14.917,Marketing
8.7924,16.929,HR
9.0766,24.746,Engineering
1.7043,14.583,Marketing
2.0912,13.484,Engineering
4.9658,12.628,HR
7.4103,11.003,Marketing
6.2401,25.311,Engineering
5.4504,1.6507,HR
8.0189,8.9456,Engineering
8.53,25.526,Marketing
0.083694,20.069,Sales
7.5927,17.692,Engineering
2.5702,12.059,Sales
5.1556,2.2967,Engineering
2.3322,4.4281,Marketing
8.7036,13.33,Engineering
2.9788,17.262,Sales
6.3212,0.71859,Marketing
9.1457,23.682,HR
5.2987,7.6189,Sales
0.85244,11.997,Sales
5.2332,19.155,Marketing
8.5223,28.493,Engineering
0.60375,11.874,Sales
1.7298,15.772,Marketing
0.061544,7.1742,Engineering
0.22006,24.378,Marketing
7.1698,17.35,Engineering
8.1891,7.4892,Engineering
9.768,27.945,Engineering
7.7604,14.909,Sales
9.6403,18.5,Marketing
3.2414,12.081,Sales
2.5419,17.027,Marketing
5.2824,27.165,Engineering
1.4595,11.798,Engineering
8.2422,20.885,Marketing
6.0314,25.082,Engineering
7.6314,2.4533,HR
8.4274,8.7049,Sales
0.79435,20.819,HR
2.9081,7.6894,Marketing
0.62269,24.365,Engineering
2.1846,3.0891,Sales
2.9609,4.719,HR
1.5813,8.8914,Marketing
9.191,10.957,Marketing
5.0662,0.11875,Sales
6.4916,27.234,Marketing
0.33597,17.727,Engineering
2.4036,27.052,Engineering
6.2106,17.646,Marketing
6.2883,17.466,HR
1.2589,0.13312,Engineering
4.2147,6.9079,Sales
6.159,4.7599,HR
2.0609,19.165,Marketing
7.6626,20.783,Engineering
7.2301,21.58,Sales
8.7527,9.1749,Engineering
1.4983,27.462,Marketing
7.2757,19.268,Engineering
9.276,7.6758,Engineering
9.0054,7.3944,Engineering
5.375,23.161,Marketing
7.8442,15.087,Marketing
4.2101,24.034,HR
0.44448,21.524,Marketing
0.32615,18.127,Sales
5.7472,1.565,Sales
9.5691,22.965,Marketing
1.5227,16.749,HR
1.6275,0.15792,Engineering
2.8129,7.0562,Sales
8.9928,3.3506,Engineering
1.0457,26.587,HR
6.319,24.013,HR
3.0089,26.476,Engineering
6.2556,11.919,Engineering
5.1818,15.171,HR
5.9378,14.414,Marketing
4.7352,24.863,HR
0.39354,6.4494,Engineering
5.0235,5.0451,Marketing
8.2284,23.356,Engineering
9.4987,11.347,HR
4.7905,10.543,Marketing
0.31469,29.739,Engineering
1.4452,7.3724,Sales
3.2498,17.235,Engineering
7.3353,12.007,Marketing
6.5278,21.404,Engineering
4.5108,20.334,Marketing
0.045645,7.5509,Sales
1.5448,17.28,Engineering
9.6634,1.2622,Sales
4.6949,21.535,Sales
2.7935,14.074,Marketing
6.9667,16.007,Engineering
3.0124,16.402,HR
5.3735,27.973,HR
8.3973,15.193,Marketing
6.3355,9.6737,HR
0.32395,15.576,Sales
