month,humidity,season
6.8761,5.7199,Summer
4.3894,17.1,Winter
6.8476,10.381,Winter
6.7118,15.26,Fall
4.1133,6.9593,Spring
4.5315,19.896,Fall
8.3713,20.145,Winter
1.0793,2.8909,Summer
4.6169,28.584,Fall
8.1914,12.171,Spring
9.0624,3.4445,Summer
9.8282,23.873,Fall
7.6634,24.156,Summer
8.2004,15.024,Summer
8.4056,29.8,Winter
8.489,28.908,Fall
7.1372,24.723,Summer
5.7467,21.05,Spring
5.3961,4.6717,Winter
2.8799,19.086,Summer
3.2034,12.449,Spring
7.3277,26.132,Fall
5.6369,1.2922,Spring
1.3586,7.3929,Winter
8.3655,5.7986,Winter
6.7872,26.329,Winter
7.3869,17.8,Summer
3.5758,16.922,Fall
5.6913,23.935,Fall
1.317,6.5667,Winter
2.1116,3.4739,Summer
0.18005,2.338,Fall
8.812,20.854,Winter
5.8504,14.302,Fall
7.6939,2.1747,Winter
9.171,18.475,Summer
3.2992,0.87836,Spring
1.2393,9.0408,Summer
2.8824,19.096,Summer
4.9308,29.291,Summer
1.4207,2.4227,Summer
2.5833,18.083,Winter
8.266,18.111,Fall
8.3208,27.004,Winter
4.9613,20.995,Spring
9.3943,23.851,Winter
4.9023,14.819,Fall
2.0119,24.347,Summer
9.5537,19.442,Summer
0.26055,19.863,Winter
1.2557,8.4868,Winter
5.5364,19.513,Summer
3.4382,6.654,Summer
2.3796,13.251,Spring
9.0901,12.93,Spring
6.9405,19.609,Spring
5.287,13.312,Spring
8.2929,3.0303,Spring
2.5374,7.594,Winter
4.3438,5.3506,Spring
1.0787,10.56,Spring
3.1361,13.334,Spring
9.2444,17.089,Fall
4.0797,26.423,Fall
7.2742,16.072,Summer
5.7574,7.2498,Spring
3.5833,3.1265,Spring
6.2607,5.2539,Winter
4.7751,8.3586,Fall
3.0477,1.6477,Winter
9.2186,23.153,Winter
1.2273,19.365,Winter
6.4686,18.061,Fall
3.8526,15.227,Winter
9.5604,19.835,Summer
2.0938,2.1461,Winter
9.6747,4.0425,Fall
0.71443,10.737,Spring
6.828,23.828,Fall
5.4986,15.416,Spring
7.8485,6.0308,Spring
4.6016,26.654,Fall
5.6742,7.468,Winter
7.2684,10.608,Fall
6.9932,14.901,Fall
5.2895,8.4887,Winter
2.009,6.992,Winter
2.3822,13.364,Summer
0.93346,27.087,Summer
2.061,15.429,Spring
1.7587,14.987,Spring
9.061,10.714,Winter
1.9112,21.022,Fall
3.1261,6.9725,Fall
6.2696,8.9913,Summer
8.9728,11.201,Spring
3.3335,10.671,Fall
0.99519,4.9452,Spring
1.8112,21.172,Winter
4.4921,1.7662,Spring
8.0709,20.923,Spring
2.338,26.273,Fall
7.2107,7.2809,Summer
1.7195,22.235,Summer
8.6871,0.14271,Winter
1.9177,16.647,Summer
2.6939,3.4066,Fall
9.3961,10.485,Fall
6.2411,21.958,Winter
8.827,24.068,Fall
7.925,9.2594,Summer
3.3337,10.412,Spring
7.6246,14.808,Fall
8.854,16.192,Winter
7.9668,22.359,Fall
5.1628,10.35,Summer
2.9194,2.1968,Winter
6.2415,16.739,Fall
1.5102,9.8075,Spring
0.36595,4.8631,Fall
7.7293,6.4468,Spring
5.7913,28.833,Winter
1.8204,16.85,Summer
9.2697,9.5071,Summer
5.9135,28.879,Winter
1.644,1.4862,Spring
1.0676,29.366,Winter
2.0072,1.7087,Summer
5.6212,10.143,Summer
4.7361,29.761,Winter
2.8871,7.3088,Spring
9.9856,24.93,Winter
9.7632,3.3958,Spring
4.6517,11.881,Fall
4.5803,13.541,Summer
5.6444,2.8792,Fall
8.2262,17.758,Winter
1.6616,17.514,Summer
2.6685,22.881,Winter
3.6834,4.0345,Winter
0.0033718,9.2688,Spring
9.0099,5.7637,Winter
5.6077,5.2457,Spring
6.0152,0.17959,Fall
6.5387,21.574,Summer
2.3113,7.1685,Summer
5.3145,22.75,Summer
7.5147,24.805,Summer
0.96697,21.874,Summer
9.308,12.764,Fall
3.4533,19.875,Spring
4.5176,6.2333,Spring
0.12127,16.063,Spring
5.7008,20.777,Fall
2.5336,16.698,Spring
4.8053,17.007,Spring
3.0514,10.667,Fall
2.988,16.568,Spring
3.8197,4.1119,Winter
8.6371,7.0664,Fall
5.7121,4.184,Winter
1.08,15.363,Winter
1.3813,7.0033,Fall
0.87669,23.558,Winter
5.4872,0.64906,Fall
1.1514,22.425,Summer
8.8114,14.655,Summer
7.9411,1.6904,Fall
7.3141,3.7582,Winter
9.4174,21.916,Summer
6.4834,24.401,Winter
