experience,salary,department
4.7281,12.52,Sales
9.8308,18.818,Engineering
9.3069,16.291,Engineering
1.7703,15.48,Engineering
8.3571,29.638,HR
3.7308,28.05,Sales
1.7282,19.001,Engineering
2.0136,23.486,Marketing
7.3153,9.4027,Sales
5.512,3.2405,Marketing
5.4985,2.2998,Sales
0.40401,20.47,HR
5.0469,20.984,HR
3.0741,7.1962,Marketing
0.72007,19.496,Marketing
5.6641,17.853,Engineering
2.4373,26.511,Engineering
4.6393,26.122,Sales
9.3657,4.7642,HR
8.8181,7.4322,HR
6.0589,5.277,Marketing
7.1466,12.996,Sales
7.7376,16.873,Engineering
5.2066,7.7517,Marketing
9.6585,7.6124,HR
8.9551,9.078,Engineering
0.22712,17.589,Engineering
9.0723,18.919,Engineering
0.043721,26.02,Marketing
7.943,25.381,HR
8.8721,1.0351,HR
3.5299,26.698,Sales
6.976,9.6884,Marketing
9.3344,8.3839,Engineering
4.6064,16.957,Engineering
7.6947,14.974,Marketing
5.4793,3.1717,HR
3.7719,14.568,Sales
1.6823,24.179,Sales
3.8623,4.6995,Engineering
5.5379,5.2545,HR
7.2433,24.474,Sales
5.56,10.687,Sales
7.3255,25.989,Sales
9.7145,19.134,Engineering
0.67256,0.45388,Marketing
6.3232,20.807,Sales
4.1023,15.621,HR
1.0204,20.33,Engineering
1.6627,21.22,Sales
9.868,28.872,Sales
7.1179,6.6821,Sales
3.593,14.753,HR
1.8754,19.781,Engineering
2.9326,2.7089,Marketing
0.57925,24.389,Sales
0.85346,15.374,Engineering
2.4853,15.102,Sales
9.5755,29.56,HR
3.8755,21.689,Engineering
2.6484,29.47,Sales
0.98332,28.532,Engineering
0.42665,4.19,Marketing
5.7382,5.376,Marketing
1.7788,21.821,Sales
5.0496,5.2802,Sales
3.0634,7.449,Marketing
5.3519,9.417,Engineering
5.3068,25.157,HR
3.9109,16.839,HR
5.8486,23.055,Marketing
4.2133,8.022,Marketing
3.2662,6.6212,HR
9.2871,18.919,Engineering
1.4057,17.732,Engineering
9.8403,0.099994,Marketing
2.0966,0.33599,Marketing
3.9335,12.658,HR
3.7445,11.879,Sales
6.5987,24.433,HR
6.966,18.357,HR
0.6954,3.5613,Sales
4.4396,15.988,Sales
4.2927,28.622,HR
2.783,17.925,Engineering
2.0817,22.551,Marketing
0.38642,29.504,Sales
8.7661,28.703,Marketing
4.3199,8.8847,HR
4.1746,17.209,Engineering
7.8567,15.282,HR
5.1938,15.577,Sales
4.549,2.9737,HR
0.37157,12.85,HR
4.9894,0.4633,Marketing
7.0603,13.488,HR
0.62697,2.4233,HR
0.82665,13.519,Marketing
3.8794,27.433,Marketing
3.4606,22.175,HR
2.4304,18.715,Marketing
5.0644,8.2489,Marketing
2.0398,24.886,Sales
7.9453,5.7129,Sales
8.084,19.649,Engineering
8.1036,17.626,Engineering
3.9867,16.69,Marketing
5.347,17.555,Engineering
8.4062,27.374,HR
3.1832,18.053,Engineering
2.2127,14.112,Marketing
1.5365,21.167,HR
5.2078,15.084,Sales
0.10665,18.805,Marketing
3.2337,16.855,Sales
4.2559,20.476,Sales
3.6114,14.022,Marketing
6.342,13.812,Engineering
6.8918,17.986,Engineering
3.3618,7.1987,HR
9.8898,17.505,Engineering
9.6319,12.674,HR
4.275,15.969,Sales
8.1227,7.1843,Marketing
8.2913,16.628,Engineering
0.19883,23.989,Sales
3.4476,26.828,Sales
9.4322,6.6806,Sales
6.7038,2.4496,Sales
0.69255,11.602,Engineering
5.6871,5.9894,Sales
2.3331,28.281,Marketing
1.477,4.5385,HR
1.7264,29.495,Marketing
9.3516,0.23887,Marketing
5.6063,9.9785,Sales
8.4629,6.1308,HR
4.8881,3.7125,Marketing
1.3828,2.1822,Sales
0.8034,8.8131,HR
7.4575,18.501,Engineering
9.9033,1.2359,Marketing
0.74759,4.2938,HR
8.6178,0.081298,HR
6.6246,0.69066,Marketing
1.3557,16.731,Marketing
3.4113,23.131,Engineering
7.9709,15.335,HR
1.023,21.374,Sales
8.6089,3.7422,Sales
1.9441,24.285,HR
0.30135,0.44373,Sales
3.332,4.4377,Sales
5.1102,19.064,HR
2.5198,14.851,HR
6.8761,12.301,HR
1.9451,15.452,Marketing
3.4837,27.013,Marketing
2.5899,10.204,HR
2.3765,6.6329,Marketing
1.3778,19.341,Engineering
7.1164,11.412,Marketing
7.2733,18.036,Engineering
1.3227,19.574,Sales
5.3336,11.549,Sales
0.90414,5.3541,Marketing
9.3009,2.3546,Marketing
6.0302,18.919,Sales
6.0616,18.136,Engineering
0.00099614,0.63535,Sales
8.0346,13.693,HR
8.6222,9.4902,Marketing
4.993,3.0323,Engineering
4.9217,21.887,Sales
9.5933,7.0215,HR
5.2643,1.847,HR
1.285,17.251,Marketing
5.7357,17.384,Engineering
8.4185,21.572,Marketing
2.2288,15.096,Sales
1.7338,21.411,HR
0.45513,26.423,Sales
9.5556,19.228,Engineering
5.1901,5.0714,Marketing
5.828,11.421,Marketing
8.9698,24.235,HR
5.0634,4.0229,Engineering
1.4218,5.836,Engineering
1.3134,19.079,Engineering
4.527,17.956,HR
4.9689,25.653,Sales
7.8725,8.2593,Sales
0.98126,13.376,HR
8.3734,21.478,Sales
7.6762,7.9958,Engineering
3.2405,1.1343,HR
6.6386,2.6891,HR
7.145,16.538,Sales
1.9254,27.995,Marketing
0.56899,23.331,HR
3.4466,16.509,Sales
1.5782,2.3875,HR
7.6046,24.27,HR
2.8068,11.479,Engineering
6.5279,23.862,Marketing
8.0925,10.146,Marketing
6.9492,4.8572,Marketing
0.78801,5.8098,Marketing
3.6305,17.537,Engineering
9.0706,18.536,Sales
