month,humidity,season
7.0897,5.0331,Fall
1.866,0.2958,Fall
4.0809,17.888,Spring
8.7165,15.358,Summer
7.2412,6.1457,Fall
8.6128,7.0361,Fall
9.6953,21.559,Spring
3.017,24.633,Summer
8.2293,29.78,Winter
2.8161,15.74,Spring
2.5192,1.7966,Fall
7.2988,14.942,Fall
2.1885,24.844,Winter
2.1168,7.3693,Winter
4.5532,14.567,Summer
3.7796,27.167,Spring
4.7237,18.113,Spring
5.6252,23.584,Summer
7.9448,3.6469,Winter
8.8122,3.7527,Summer
0.99638,20.269,Summer
8.1351,0.74885,Winter
1.9117,5.6202,Fall
4.1875,20.882,Summer
2.781,3.528,Winter
5.1119,8.8698,Fall
5.5703,19.097,Summer
9.1165,17.26,Fall
5.1792,25.387,Winter
1.5261,18.537,Winter
6.9618,24.961,Summer
0.68121,3.622,Fall
5.4637,20.514,Spring
8.7718,21.293,Spring
4.5556,9.0164,Winter
4.4779,20.914,Summer
2.5616,9.1722,Fall
4.4247,18.222,Winter
2.0736,8.2277,Spring
1.1198,1.2452,Fall
1.5176,8.5686,Fall
3.4309,0.14558,Spring
5.8662,3.1758,Fall
4.6418,6.921,Winter
1.6067,22.542,Winter
3.349,4.2551,Summer
2.8077,11.734,Spring
3.5674,17.926,Spring
9.2116,2.7183,Spring
5.4397,15.047,Summer
2.3588,22.532,Winter
0.97644,0.51649,Fall
7.5064,13.363,Fall
5.4809,0.51588,Summer
1.2943,2.0253,Fall
5.7446,0.056953,Spring
1.2906,15.755,Winter
2.6639,6.5511,Spring
5.2519,1.5443,Spring
5.4634,18.977,Winter
0.42244,7.8917,Summer
0.0082942,25.192,Spring
9.3449,21.164,Spring
0.14487,6.5879,Spring
7.0455,17.242,Summer
1.7406,7.8263,Winter
2.1195,25.425,Summer
7.958,9.8763,Winter
8.71,16.854,Fall
3.2739,5.2857,Spring
2.5195,11.849,Fall
9.2787,24.289,Spring
0.29307,22.436,Winter
8.1434,7.4206,Summer
6.9979,13.212,Summer
8.0972,9.4074,Spring
0.66558,12.644,Summer
3.972,5.6,Fall
8.9669,8.0347,Fall
0.8082,10.928,Fall
4.5303,21.417,Summer
2.8114,21.248,Winter
3.6109,22.268,Spring
6.0608,22.971,Winter
8.6146,16.212,Spring
0.36908,6.9369,Fall
3.6731,14.87,Fall
6.6463,9.1958,Fall
6.3802,12.142,Winter
2.7159,14.091,Fall
0.32349,20.872,Spring
9.7418,20.731,Summer
6.4117,16.162,Fall
9.0793,18.36,Summer
3.8549,5.191,Summer
1.6207,14.433,Fall
8.9324,12.926,Summer
4.5387,29.656,Spring
4.9015,14.857,Fall
9.3744,11.627,Spring
7.2408,21.019,Spring
3.9713,29.435,Winter
4.6453,14.698,Fall
5.4167,4.9745,Spring
6.3469,3.443,Winter
7.9669,7.8547,Summer
2.8908,4.3813,Spring
0.83937,25.063,Summer
9.2533,13.491,Winter
0.10784,21.141,Summer
4.4195,11.225,Winter
7.9391,5.2717,Fall
9.2767,13.304,Winter
1.0279,27.544,Summer
8.6525,12.975,Summer
2.543,0.45264,Summer
1.1799,20.39,Winter
0.22823,17.86,Winter
1.3376,11.033,Winter
0.51784,12.639,Spring
9.5438,28.913,Summer
1.5976,18.14,Fall
0.88786,7.5337,Spring
8.4458,21.163,Spring
0.42604,4.5422,Winter
3.1208,5.5002,Fall
0.57291,24.647,Winter
6.5456,14.08,Winter
2.0445,10.372,Summer
4.0316,23.479,Winter
7.253,4.4477,Fall
3.9697,12.675,Fall
0.80942,11.065,Summer
2.3084,0.916,Summer
1.1535,24.658,Winter
3.7945,24.44,Summer
4.0189,19.996,Spring
0.76319,7.757,Fall
3.1761,28.905,Winter
4.0912,24.604,Spring
7.5829,17.761,Spring
9.5239,27.709,Spring
0.32675,17.497,Spring
5.1126,23.611,Winter
3.0584,14.163,Fall
5.5713,22.292,Winter
4.505,2.1738,Fall
1.6714,11.432,Summer
6.0032,19.735,Summer
8.8546,2.1718,Fall
0.39237,11.106,Fall
3.7456,19.352,Summer
1.9,29.728,Spring
0.74187,6.2877,Fall
6.2714,16.437,Winter
5.5237,9.5499,Summer
2.0047,26.997,Summer
1.1244,8.7005,Fall
5.6264,24.016,Spring
8.8659,16.74,Fall
4.7846,1.2499,Spring
4.8124,6.3687,Fall
2.8283,16.802,Fall
1.0241,0.90342,Spring
1.466,15.276,Winter
1.6701,7.5753,Winter
5.1695,3.1957,Summer
6.0329,16.253,Fall
6.739,4.7122,Summer
2.444,8.1121,Fall
3.2772,0.41234,Summer
8.77,0.25912,Winter
5.5079,6.5923,Summer
0.085221,8.8477,Spring
1.3341,28.51,Summer
2.9377,9.9792,Spring
4.5618,22.817,Winter
1.856,25.266,Summer
1.3407,1.1897,Summer
9.3191,12.178,Spring
1.2068,6.5557,Summer
2.2072,12.117,Fall
7.739,4.5984,Fall
8.7622,27.778,Spring
0.36082,25.776,Summer
5.063,2.5815,Winter
6.0399,3.3796,Winter
7.6158,21.519,Summer
5.2692,3.3298,Fall
0.58453,7.2724,Winter
5.3602,20.957,Spring
9.3316,27.615,Spring
2.6509,13.772,Winter
0.61726,13.447,Winter
7.8733,24.694,Spring
2.6852,18.583,Winter
1.3402,11.604,Spring
1.6383,4.5652,Fall
0.4499,20.867,Winter
7.8663,5.317,Fall
3.5526,13.095,Spring
4.7528,5.6552,Spring
8.2336,7.5425,Spring
5.5588,6.8667,Summer
5.4495,18.081,Fall
9.744,5.2278,Summer
9.9927,26.672,Winter
0.6148,16.775,Summer
1.7408,3.5104,Fall
3.1779,6.4932,Spring
5.6663,0.77846,Spring
2.3649,10.107,Fall
5.9415,5.1075,Summer
6.9123,2.8419,Fall
2.1926,19.894,Winter
8.5586,17.193,Fall
3.83,8.3047,Fall
7.3481,4.2661,Spring
2.7495,26.542,Summer
9.3182,19.256,Spring
9.3877,4.4714,Fall
8.6045,5.6403,Fall
4.4142,3.6143,Fall
1.4148,16.036,Spring
7.1515,23.769,Winter
1.1449,8.2942,Fall
4.7356,13.106,Spring
7.3781,28.193,Summer
2.7036,11.252,Spring
4.7578,18.442,Spring
6.0985,28.746,Spring
8.1672,3.0119,Fall
7.1353,2.5915,Summer
7.5104,25.961,Spring
0.0043209,27.831,Spring
0.75707,10.174,Summer
5.7341,4.4946,Fall
4.6211,7.0352,Fall
7.0347,22.275,Summer
9.6283,18.646,Summer
3.7713,14.45,Fall
9.6933,9.6552,Fall
9.309,11.305,Fall
5.2511,19.214,Winter
2.1815,23.533,Summer
9.4377,11.663,Spring
0.37284,9.3963,Spring
6.854,10.481,Summer
5.5237,12.428,Spring
8.0543,12.514,Spring
5.7745,22.053,Summer
9.8837,17.806,Winter
1.3098,15.002,Winter
3.163,20.624,Winter
6.9535,12.445,Fall
3.1965,5.5756,Spring
4.6944,11.47,Spring
4.9045,9.7999,Summer
4.0488,24.99,Spring
3.7827,18.287,Fall
2.3615,5.9263,Summer
0.1686,26.748,Summer
0.9613,0.064174,Summer
9.1182,14.634,Summer
2.9484,25.906,Summer
5.6135,0.14908,Fall
9.905,24.399,Summer
6.1086,3.9063,Winter
3.3868,7.1587,Summer
7.364,3.7092,Spring
6.0044,12.164,Summer
1.0657,19.165,Winter
7.9202,13.538,Spring
6.5575,23.044,Winter
2.709,11.91,Summer
3.2646,18.016,Winter
1.5514,16.937,Fall
8.0996,24.581,Spring
6.1844,18.344,Fall
7.0324,7.6746,Winter
4.6415,13.059,Winter
3.0316,28.439,Summer
9.8248,18.564,Spring
7.1712,9.8459,Winter
1.5562,7.3454,Fall
8.0393,29.507,Winter
7.3593,0.76336,Spring
