month,humidity,season
6.9646,9.6798,Summer
1.2447,4.8365,Winter
0.84172,14.001,Winter
7.7439,7.4013,Spring
5.5293,11.549,Fall
6.3293,4.9833,Summer
6.3278,2.4855,Fall
8.184,1.6463,Fall
9.6221,18.481,Spring
4.8287,26.87,Summer
0.38806,3.8668,Summer
6.5926,27.095,Spring
9.6964,4.1371,Spring
7.5462,28.819,Fall
3.242,26.46,Summer
1.4965,23.484,Fall
4.0886,18.552,Spring
5.9617,11.764,Spring
5.8959,7.9073,Spring
3.2866,13.547,Winter
5.9461,26.175,Fall
6.9221,25.828,Fall
5.87,24.512,Summer
7.8046,19.433,Summer
3.4761,9.6462,Spring
1.9321,29.184,Spring
4.8992,19.809,Spring
7.2158,13.464,Spring
8.4279,22.578,Summer
8.8015,24.982,Summer
8.2427,3.0966,Winter
0.48031,2.1181,Fall
3.7768,27.797,Fall
8.3751,7.481,Spring
4.1848,2.1045,Spring
5.1934,8.9298,Summer
8.9809,12.449,Fall
9.9151,28.486,Summer
1.0028,17.311,Spring
8.0041,0.0062607,Summer
1.3298,9.6056,Summer
2.26,9.1202,Summer
8.5459,18.466,Summer
7.6505,2.1021,Spring
7.2027,24.865,Fall
8.2853,10.388,Summer
7.1397,12.406,Summer
5.927,6.2794,Fall
7.5271,1.0644,Spring
9.2261,12.968,Fall
5.1317,11.78,Winter
9.6939,22.537,Summer
0.54748,12.233,Winter
0.67689,15.331,Summer
6.3085,4.8525,Summer
6.5477,20.467,Fall
9.5343,18.334,Summer
6.0791,5.3302,Fall
7.6894,7.8108,Fall
9.3454,2.1274,Winter
2.2112,27.005,Spring
7.9048,28.38,Fall
8.4966,16.965,Fall
9.0831,8.0312,Spring
6.6985,21.938,Summer
7.0806,19.256,Spring
0.6733,0.22436,Winter
1.5082,17.661,Spring
3.8029,7.151,Winter
0.85511,2.2557,Fall
2.7536,13.522,Winter
0.18555,10.054,Fall
8.3716,19.5,Fall
7.4424,17.05,Spring
2.9971,18.493,Fall
1.5302,10.637,Summer
1.4243,16.619,Fall
