experience,salary,department
0.7589,10.138,Sales
0.48873,4.2496,HR
9.6492,25.842,Marketing
7.5631,15.629,HR
3.0622,28.044,Sales
7.5861,26.315,Marketing
5.8624,3.3292,Engineering
5.4636,19.295,Engineering
1.5668,13.088,Sales
1.8915,13.131,HR
5.0376,3.0717,Sales
6.4142,18.05,Sales
2.6472,10.046,Marketing
8.206,21.711,Marketing
6.9712,2.479,Sales
7.7009,16.144,Engineering
8.8376,7.7485,Engineering
4.8213,17.247,HR
4.6352,5.9793,Engineering
9.8233,17.647,HR
0.15857,17.987,HR
2.0528,7.4806,HR
0.9024,28.281,Sales
7.6109,19.445,HR
9.1152,19.197,HR
8.7484,2.1519,HR
6.6021,20.691,Engineering
7.6868,4.5787,Marketing
7.8335,0.89664,Sales
7.9228,18.675,HR
5.0245,21.761,HR
7.825,16.655,HR
9.6881,28.34,Marketing
5.9866,27.78,Marketing
6.2444,3.4006,HR
2.7719,3.0309,Marketing
7.573,19.273,Sales
8.9214,26.967,Marketing
1.0697,27.932,Sales
7.637,17.31,HR
9.7633,15.653,Engineering
2.9512,11.551,Sales
3.9418,25.239,Marketing
1.2982,7.161,Sales
7.4532,19.14,HR
6.682,19.828,Marketing
7.8581,28.935,Marketing
5.484,2.6825,Sales
7.7783,6.3529,Engineering
3.0329,14.099,Engineering
9.6664,18.283,HR
1.5409,1.6666,Marketing
5.9223,18.48,HR
6.2311,1.9839,Engineering
4.7629,27.464,Marketing
2.1754,23.866,Engineering
3.2304,18.246,HR
1.1417,15.45,Sales
5.2914,11.361,Marketing
1.1906,16.54,HR
9.3742,20.016,HR
0.89598,17.652,Marketing
7.5789,23.58,Engineering
1.2241,26.963,Marketing
0.56445,18.58,HR
6.17,17.671,HR
1.5594,24.452,Marketing
9.5148,13.606,Sales
3.134,27.032,Sales
9.1398,0.73181,Engineering
3.0963,18.013,Engineering
6.7767,14.655,Sales
3.3763,16.316,Marketing
1.0622,22.845,Sales
2.9505,13.747,Sales
0.7677,10.583,Sales
1.0466,4.6186,Engineering
5.279,9.4546,HR
7.4239,17.092,Engineering
4.6201,25.305,Engineering
3.023,16.022,Sales
2.7802,16.779,Engineering
6.0631,8.2712,Engineering
0.18092,17.542,HR
2.6519,6.1403,Marketing
0.67277,13.877,Marketing
6.0056,15.287,Sales
9.9792,26.625,Sales
9.3436,15.842,Sales
5.1848,15.71,Engineering
3.5512,7.8747,Marketing
2.5799,23.724,Sales
4.4806,9.0997,Sales
0.7155,22.153,Engineering
2.7313,20.092,Engineering
0.50383,26.485,Marketing
4.7377,17.611,HR
8.2002,25.465,Engineering
8.7944,13.399,Engineering
8.9599,5.4823,Marketing
6.9842,13.948,Marketing
5.5049,20.447,Engineering
3.0134,21.226,Sales
4.7066,6.3261,HR
6.7806,13.883,HR
3.1699,15.19,Sales
0.86489,6.6946,Marketing
7.5,1.5679,Marketing
4.8493,20.351,Sales
1.1596,13.66,Marketing
0.86815,15.002,Engineering
5.4511,13.51,Sales
6.9058,21.519,Marketing
3.2327,23.107,Engineering
1.4951,28.854,Marketing
5.2332,11.965,Engineering
8.4481,18.018,Sales
7.6192,4.8291,Engineering
4.5361,9.8024,Sales
9.8276,15.287,Engineering
6.8933,10.786,Engineering
1.7519,28.266,Marketing
9.9496,22.41,HR
8.3393,11.551,Marketing
6.4924,26.006,Engineering
2.6142,19.091,HR
3.2666,15.578,HR
9.8044,19.268,Sales
0.47058,2.9506,Sales
1.3802,17.235,HR
0.53027,17.414,Sales
3.5893,8.0453,Marketing
8.6956,5.1614,Engineering
6.6319,7.1245,Sales
2.1365,13.866,Sales
0.012865,5.7092,Marketing
8.9241,16.605,HR
6.6026,14.821,Marketing
3.3379,29.598,Sales
6.8491,7.8306,Engineering
3.1908,2.6884,Engineering
7.9413,29.345,Marketing
7.6534,9.1866,Sales
1.5045,19.274,HR
2.1185,21.222,Engineering
2.7539,15.787,HR
7.2019,8.8265,Engineering
9.5162,3.1595,Marketing
1.4568,17.913,HR
1.2239,6.1208,Engineering
1.439,2.7813,Marketing
2.8324,17.857,HR
0.107,28.304,Engineering
7.465,9.2668,HR
5.513,9.625,Sales
2.2958,0.69413,Sales
6.9799,18.251,HR
8.0594,11.802,Engineering
3.21,7.1005,HR
6.2386,22.211,Sales
4.9372,19.595,HR
3.4174,22.095,Engineering
2.6772,17.075,HR
6.4835,13.785,Marketing
8.5938,11.67,Marketing
9.8745,10.997,Sales
6.6094,6.9634,Engineering
9.6433,11.266,Sales
7.9905,23.426,Engineering
8.5602,28.402,Marketing
3.2442,29.717,Marketing
8.3005,13.436,Sales
1.2131,19.226,Marketing
9.4293,12.048,Marketing
3.2357,14.481,HR
9.3428,11.478,Marketing
6.4173,5.3817,Sales
7.9455,16.337,HR
4.7279,15.734,Sales
3.4664,11.821,Engineering
8.7347,2.891,HR
3.518,20.058,Engineering
6.5735,14.41,Sales
4.9187,24.644,Sales
6.4806,29.425,Sales
9.3542,17.443,HR
4.5143,3.7416,Engineering
0.88185,27.549,Engineering
4.64,5.1798,Sales
7.1545,16.15,HR
5.4116,19.621,HR
8.022,9.393,Sales
7.7172,12.423,Marketing
1.9505,18.514,Engineering
3.7239,29.553,Marketing
1.1344,18.012,Marketing
6.016,10.078,Marketing
6.7132,15.894,HR
6.3154,17.352,Sales
5.1601,18.778,HR
9.8245,19.153,HR
3.9142,13.933,Engineering
8.3923,8.0267,HR
7.1558,26.502,Engineering
2.6407,6.3016,Marketing
4.5395,1.6989,HR
7.5463,29.995,Engineering
7.849,20.823,Marketing
7.0087,8.9554,Marketing
1.4473,27.513,Marketing
5.3399,15.414,Marketing
7.4279,13.081,Sales
7.2643,11.363,Engineering
1.4016,20.105,Marketing
3.4881,4.3248,Engineering
9.9866,24.028,Engineering
6.5987,26.513,Engineering
2.7501,4.9503,HR
7.3148,25.538,Engineering
3.5842,16.781,HR
8.21,29.26,Engineering
0.77464,9.5509,Engineering
6.2514,27.157,Marketing
3.1436,10.984,Marketing
1.7343,24.149,Engineering
2.3167,0.2003,Marketing
1.2318,24.232,Sales
1.5232,12.044,Marketing
7.9276,12.599,Sales
5.3987,18.972,HR
0.068119,6.0062,Sales
7.3315,18.49,HR
0.15696,4.9356,Marketing
3.065,20.434,HR
0.71696,6.7285,Sales
6.8249,25.949,Engineering
4.2234,27.698,Sales
4.1546,17.811,HR
0.9968,22.93,Engineering
5.3985,17.214,Marketing
7.6488,6.7543,HR
7.8507,18.648,Marketing
5.566,21.997,Sales
9.8163,19.225,HR
4.712,25.775,Marketing
3.5746,21.962,Engineering
7.6975,2.8705,Sales
6.7019,8.3396,Engineering
8.2875,29.593,Sales
0.53763,13.187,Engineering
7.3114,7.4746,Engineering
9.5804,18.734,HR
3.968,24.683,Engineering
2.844,17.816,HR
5.225,13.008,Engineering
0.11632,20.23,Engineering
0.84297,8.5804,Engineering
6.7277,11.396,Marketing
2.6991,11.779,Engineering
7.9166,16.717,HR
8.5107,8.75,Marketing
3.5366,17.582,HR
9.8341,2.8996,Engineering
6.7426,17.986,HR
3.799,24.009,Marketing
6.4851,24.348,Marketing
6.5263,8.7076,Marketing
6.4653,4.4974,Engineering
1.2027,19.306,Sales
8.8129,16.616,HR
8.4596,23.859,HR
6.4312,15.997,Engineering
8.8233,26.511,Engineering
3.8829,28.501,Sales
5.0505,9.0271,Engineering
4.6946,12.841,Sales
4.1847,14.26,Engineering
1.7432,6.9735,Marketing
6.521,13.294,HR
6.1566,14.801,Engineering
9.6316,18.288,HR
8.7956,28.526,HR
2.0886,0.66716,HR
4.6401,16.937,HR
9.3072,19.222,HR
5.2895,16.39,Sales
2.316,20.076,HR
7.1629,10.799,HR
0.71151,19.52,Marketing
9.2548,18.447,HR
9.8372,28.813,Marketing
4.9927,27.081,HR
6.243,11.859,Engineering
7.9135,6.1038,Engineering
5.2283,5.1422,Marketing
8.4367,22.918,Sales
9.1574,17.786,HR
3.038,7.0025,Sales
0.48265,15.227,Sales
8.0568,10.192,Marketing
6.2758,9.0663,Engineering
5.3167,28.522,Engineering
0.6418,25.526,Engineering
4.9827,17.204,Sales
8.4789,17.928,Engineering
6.3878,20.604,Engineering
1.7659,4.5039,Marketing
3.0616,5.2785,Marketing
6.213,21.329,Engineering
4.5477,4.074,Engineering
1.7815,10.563,Marketing
7.1725,11.57,Engineering
6.8319,17.082,HR
3.064,10.406,Marketing
1.1492,11.505,Marketing
0.38123,1.8039,Marketing
3.9671,12.458,Sales
3.4898,5.356,Marketing
4.8322,24.507,Marketing
1.685,2.392,Marketing
0.7382,5.3626,Engineering
2.8723,20.37,Marketing
1.5495,3.39,Sales
4.7038,26.02,Sales
0.76061,7.4537,Engineering
0.78315,21.619,Sales
1.8731,15.748,Marketing
7.7309,16.766,Engineering
3.3586,3.7456,HR
7.4747,17.488,HR
8.2285,19.327,Engineering
8.5445,16.731,HR
0.7996,17.618,Sales
3.7969,17.83,Engineering
4.3048,15.223,Marketing
8.7422,0.73156,Marketing
3.1485,19.465,Marketing
6.986,0.48057,Engineering
5.571,26.535,Sales
8.3457,17.513,Engineering
6.2809,12.866,Marketing
4.5557,15.868,Marketing
6.9212,25.204,Marketing
2.9409,13.442,Engineering
8.4118,29.928,Sales
8.5138,8.0992,Marketing
1.7371,0.12985,Marketing
9.7441,20.488,Marketing
4.2559,25.095,Marketing
6.591,4.155,Marketing
2.9845,20.075,Engineering
5.6439,18.597,HR
4.4066,14.634,Sales
7.7314,9.004,Marketing
7.1321,19.218,Sales
2.5197,1.2503,Sales
6.9145,25.678,Sales
6.2741,29.493,Sales
5.7155,17.383,HR
5.6781,17.323,HR
6.475,14.114,Sales
0.3948,24.262,Sales
3.5571,9.924,Sales
1.1037,15.371,Sales
1.0932,17.496,HR
0.99269,25.765,Engineering
1.2054,17.163,HR
7.4936,29.264,Engineering
7.906,26.84,Engineering
3.3365,17.791,HR
1.5167,29.048,Marketing
0.33815,20.028,HR
3.9405,11.263,Marketing
1.9138,18.959,Sales
4.2033,16.522,HR
5.3355,15.568,HR
3.6447,25.188,Marketing
5.4893,16.113,Engineering
6.3349,23.97,Sales
6.3383,14.057,Sales
3.2789,11.953,Engineering
8.234,9.8179,Engineering
9.3537,16.55,Engineering
9.2143,4.581,Engineering
2.9499,14.646,Sales
3.8234,25.717,Sales
9.1693,19.254,HR
3.0053,9.7817,HR
1.1703,19.672,Marketing
4.7037,12.053,Sales
4.3119,3.715,Marketing
9.1095,4.0577,Engineering
7.3991,17.898,HR
3.7132,0.61361,Marketing
2.0259,7.0746,Engineering
2.341,29.74,Sales
0.89992,19.232,HR
7.1496,17.739,HR
3.3592,19.434,HR
0.90063,17.12,Sales
0.99829,25.131,HR
4.2781,17.871,HR
7.1734,18.192,HR
4.9829,0.80068,Engineering
3.8845,13.924,Engineering
7.449,16.587,HR
4.2225,28.698,Sales
9.0511,18.816,HR
4.8343,13.193,HR
5.3413,12.329,Engineering
6.1835,19.034,Marketing
0.23307,2.7605,Sales
4.278,16.286,Engineering
8.6346,16.929,Sales
9.9019,19.231,HR
9.264,29.107,Engineering
2.8096,18.192,HR
9.4672,23.145,Sales
1.0395,4.4775,Sales
5.44,19.597,Sales
5.6274,1.2917,Sales
7.9821,14.98,Sales
8.1181,26.039,Engineering
1.3156,17.324,HR
5.3957,28.172,Engineering
8.5228,17.069,Marketing
9.5042,20.416,Engineering
3.3479,14.972,Sales
2.3608,21.535,Engineering
8.3117,23.134,Marketing
8.5429,17.526,HR
8.8497,18.704,HR
5.4418,20.898,Sales
6.2777,9.898,Marketing
4.219,2.2388,Engineering
3.744,29.854,Marketing
5.3194,17.157,Sales
1.2303,20.187,Engineering
0.94774,24.585,Sales
9.2527,22.083,Marketing
1.4728,19.105,Marketing
9.7684,22.745,HR
9.2752,19.127,HR
0.68587,20.963,Engineering
7.3655,4.1833,Sales
9.2935,19.815,Engineering
6.4979,11.196,Sales
7.4476,9.9523,Marketing
6.857,27.211,HR
8.7824,26.713,Engineering
3.3427,11.839,Engineering
4.9571,11.518,Marketing
1.6335,2.6291,Sales
9.2305,7.2354,Marketing
1.8107,18.781,HR
6.2408,19.952,HR
9.0959,20.764,Marketing
2.0804,18.595,HR
0.80217,24,Marketing
7.1006,27.885,Marketing
8.4244,28.908,Marketing
5.8626,14.063,Sales
9.7436,8.7372,Engineering
0.23177,19.191,HR
5.5032,29.74,HR
3.3455,14.471,Sales
2.6207,26.386,Engineering
4.0319,6.6307,Sales
8.113,20.034,HR
2.9106,23.315,Sales
1.2107,16.538,Marketing
3.3589,14.105,Marketing
9.4296,15.614,HR
1.0383,19.161,Engineering
4.9623,23.77,Sales
3.9889,29.277,Marketing
5.748,11.995,Engineering
1.0118,17.641,HR
0.19361,0.91596,Marketing
3.5841,16.603,Engineering
1.0635,2.1876,Marketing
8.7278,27.483,HR
7.7425,18.391,HR
0.39796,2.0635,Engineering
0.70217,19.421,Marketing
4.7393,6.6083,Sales
7.8332,5.002,Engineering
0.64564,16.728,Marketing
4.8197,23.203,Sales
5.5238,24.347,Engineering
5.7051,18.343,Marketing
1.5042,18.484,Engineering
2.5653,20.695,Engineering
7.0259,29.753,Marketing
4.9175,14.941,Marketing
8.8855,1.3883,Sales
0.82637,12.12,Marketing
0.86131,9.9836,Sales
0.87343,3.814,Engineering
2.2071,19.451,Marketing
2.9491,13.927,HR
3.2008,21.675,HR
5.9525,22.54,Sales
6.0042,17.75,HR
7.0235,17.228,HR
1.5518,19.616,Marketing
0.22566,12.973,Sales
4.5226,26.781,Engineering
4.0145,19.297,HR
5.4773,17.68,Engineering
2.0407,9.6952,Engineering
