experience,salary,department
1.9301,25.658,Engineering
9.6041,0.7862,HR
9.0337,22.985,HR
7.4962,18.838,Engineering
4.8653,15.44,Marketing
7.3263,10.013,Engineering
9.1735,18.587,Engineering
1.1012,18.074,Engineering
3.9235,20.442,Engineering
8.4274,13.329,Marketing
8.1293,18.814,HR
1.2173,10.72,HR
0.11357,29.259,Sales
0.89932,13.994,Marketing
3.5163,15.52,Marketing
8.2665,17.458,Marketing
7.8588,22.885,HR
9.3774,17.197,Engineering
0.30566,28.361,Sales
9.1142,29.458,Marketing
1.0662,2.3019,HR
3.5278,20.866,Engineering
5.5378,0.51092,HR
1.0596,17.427,Sales
8.3978,0.4466,HR
3.1366,19.542,HR
8.0436,17.555,Engineering
6.7525,20.132,Engineering
7.1274,19.102,Engineering
7.5839,3.7267,Marketing
9.8743,12.508,HR
8.8116,18.183,Marketing
0.429,25.85,Marketing
2.8586,26.06,Engineering
7.1578,18.002,Sales
9.5127,4.279,Sales
8.5673,17.911,Engineering
0.091061,10.488,Sales
4.0414,6.7552,Sales
7.0046,28.482,Engineering
8.8336,10.644,Engineering
3.744,18.815,Marketing
0.77651,5.3352,HR
0.93199,13.932,HR
1.4006,18.992,Marketing
2.1804,3.4202,Sales
1.5621,18.247,Engineering
4.0105,25.93,Marketing
7.0345,14.823,Sales
4.9767,29.366,Sales
1.8011,24.078,Marketing
8.0702,9.2562,Marketing
7.5602,21.644,Sales
9.6613,9.5508,HR
1.7459,17.145,Marketing
0.55264,7.9586,Marketing
2.7416,26.554,Marketing
7.0294,18.914,Engineering
8.6098,6.8259,Sales
0.25417,9.8601,Sales
5.3659,6.7409,HR
8.8305,9.8172,Engineering
5.6536,9.1849,Engineering
9.729,11.74,Sales
9.0113,6.4092,HR
3.1552,8.6309,Marketing
0.58004,17.199,Engineering
6.483,8.7221,Engineering
9.054,1.92,HR
1.9427,8.3682,HR
7.6196,20.773,HR
4.2149,9.8068,Sales
8.6479,17.866,HR
2.567,13.376,HR
4.6645,27.037,Marketing
7.8839,22.546,Engineering
9.6641,18.973,Marketing
0.061719,11.548,Sales
3.3691,20.388,Engineering
2.8609,20.034,Engineering
9.8486,23.678,Sales
1.8051,20.604,Engineering
4.565,26.613,Sales
2.1258,13.647,HR
8.7294,21.646,HR
8.9377,28.267,HR
4.6065,28.48,Marketing
9.3071,19.683,Engineering
3.5392,20.509,Sales
4.8037,11.046,HR
8.9895,22.355,HR
4.3085,23.974,HR
3.5606,12.694,HR
2.8942,0.51833,Sales
0.21739,10.097,HR
6.357,19.563,Engineering
7.1893,19.974,Sales
6.3222,7.4821,HR
9.4359,5.7998,Sales
7.924,18.682,Engineering
1.9505,22.593,Marketing
7.3565,19.932,HR
9.9944,21.22,Sales
1.7771,29.425,Sales
6.4732,18.768,Sales
3.4727,3.593,Marketing
0.57263,11.179,Sales
2.1867,5.7203,Sales
4.8061,3.1899,HR
7.1894,6.3997,Marketing
0.95961,12.609,HR
1.1617,26.583,Engineering
9.2979,25.251,HR
6.9884,17.41,Engineering
8.1038,13.229,Sales
6.9674,26.631,Marketing
0.85021,19.328,Engineering
8.0463,25.512,HR
4.3149,8.7068,Marketing
0.7605,16.883,Engineering
7.4682,23.162,Marketing
5.247,19.598,Engineering
4.2214,20.424,HR
6.647,19.822,HR
6.0949,23.039,HR
3.6398,17.557,Engineering
5.7052,19.597,Engineering
8.2886,6.7952,Marketing
6.6464,13.282,Sales
1.7633,16.017,Engineering
3.1913,24.345,Engineering
7.1854,19.356,HR
6.7277,18.698,HR
3.7111,21.591,Marketing
0.76522,27.345,HR
2.9226,25.64,HR
7.9531,28.983,Marketing
9.9,2.8893,Marketing
4.1914,18.74,Marketing
6.866,6.9385,Engineering
8.8507,9.3591,HR
2.7468,17.632,HR
5.9416,12.074,Sales
8.1274,18.53,Engineering
6.7709,6.2599,HR
0.55405,29.575,Sales
3.213,12.371,Marketing
3.6501,10.993,HR
0.96732,6.8668,HR
1.663,26.295,HR
1.9661,18.892,Engineering
4.4453,13.487,Sales
2.0998,22.474,Sales
2.3198,16.723,Engineering
3.7862,8.9586,HR
4.4219,27.264,Marketing
1.2617,18.134,Engineering
9.8012,24.471,Sales
3.3061,16.872,Marketing
6.5908,20.002,Engineering
4.1025,24.773,Engineering
7.7916,3.4179,HR
4.9113,12.499,HR
7.2851,6.3576,HR
2.1447,18.215,Engineering
9.3326,13.979,Sales
9.3133,27.009,Marketing
2.9942,25.731,Marketing
4.6228,5.6349,Sales
6.2907,22.421,HR
1.4213,17.17,Marketing
3.3473,18.882,Engineering
4.8871,6.7544,HR
3.3928,24.459,Marketing
5.6992,21.968,Sales
1.238,0.019909,Marketing
6.8681,23.521,HR
9.9033,2.7758,HR
3.1126,18.121,Engineering
7.8346,19.002,Engineering
8.7042,18.354,Engineering
1.5515,17.312,HR
2.8159,18.811,Marketing
4.6722,27.366,Marketing
0.18413,27.102,HR
9.4258,18.589,Engineering
4.4434,1.2995,Sales
0.36078,27.078,Marketing
1.4327,28.033,Sales
1.9302,29.358,Marketing
9.8591,23.271,Sales
3.747,23.195,Marketing
6.0187,22.261,Marketing
4.4099,19.517,Engineering
4.4596,28.153,HR
4.2741,7.5232,Marketing
2.6784,21.195,HR
8.2789,10.98,Engineering
6.7892,13.498,Marketing
8.6052,23.517,HR
5.229,8.5514,HR
3.0876,10.314,Sales
2.4244,20.881,Marketing
5.493,22.245,HR
5.7683,2.021,Sales
7.5334,21.697,HR
8.7452,20.204,Engineering
7.7261,10.915,HR
9.8596,14.449,Marketing
3.9482,5.1747,Sales
6.9368,18.53,HR
4.7554,7.0049,HR
7.7306,14.332,Engineering
4.5219,10.745,Sales
5.1724,22.483,HR
8.9764,18.199,Engineering
8.0763,18.718,Engineering
2.607,21.592,Engineering
6.147,4.8797,Marketing
0.28664,19.948,Engineering
8.7218,0.634,Marketing
3.119,12.858,HR
9.2998,18.163,Marketing
8.0264,4.3001,Marketing
7.494,16.195,Engineering
2.3691,8.4836,Marketing
0.52111,18.51,Sales
2.9791,26.166,Marketing
5.1484,1.0544,Marketing
1.3823,19.181,Engineering
5.0947,18.647,Engineering
2.8584,21.293,Marketing
3.1284,15.081,HR
7.1787,24.4,Marketing
8.1859,5.7602,Marketing
4.7445,18.377,Engineering
6.234,20.931,Engineering
7.4778,16.629,Engineering
1.0825,28.069,HR
7.0262,18.835,Engineering
3.584,9.4315,Sales
8.8653,16.61,Engineering
5.494,9.1192,HR
1.8126,12.475,Marketing
8.7651,25.621,Engineering
5.1372,18.683,Engineering
9.4768,8.1003,Sales
4.8681,24.617,Sales
9.6599,5.1559,Sales
1.5965,12.267,Sales
7.0209,18.401,Engineering
9.1898,27.014,Sales
8.918,19.468,Engineering
9.6316,22.008,Sales
6.0776,22.181,Engineering
7.6141,14.189,Marketing
0.26981,26.486,Marketing
5.9026,7.0738,HR
5.5101,27.732,Marketing
6.8085,18.697,Sales
1.7572,6.0665,Sales
1.9659,17.401,Engineering
1.6475,23.587,Sales
6.4912,12.626,Engineering
7.9166,15.25,HR
5.6372,18.375,Engineering
9.1407,19.086,Engineering
5.2754,19.242,Engineering
9.2114,24.486,Sales
7.218,17.721,Marketing
8.4647,5.0804,HR
9.5312,9.0537,Sales
1.4643,16.286,Marketing
5.1753,15.355,Marketing
2.5885,18.153,Engineering
7.9856,19.228,HR
3.833,1.2555,HR
6.339,18.59,Engineering
5.6358,18.589,Engineering
1.8023,5.0349,Sales
9.8076,9.9594,HR
4.5475,26.847,Sales
7.1038,17.539,Engineering
5.1848,25.092,Marketing
7.6666,18.239,Engineering
6.8078,3.204,Marketing
3.7233,18.303,Engineering
5.6785,17.34,Engineering
3.8513,13.822,HR
2.9535,11.478,HR
0.77717,2.7726,Sales
4.8767,19.95,HR
9.0962,23.565,Sales
9.9493,20.074,Engineering
7.212,18.162,HR
0.385,27.597,Marketing
4.833,26.652,Engineering
6.3826,17.611,Engineering
3.9384,17.511,Engineering
3.1777,25.879,Sales
3.9424,17.859,Engineering
4.3742,20.122,HR
4.9668,5.5318,Marketing
8.5931,27.897,HR
5.2576,25.273,Sales
7.7833,28.478,Marketing
3.851,3.2403,Marketing
0.778,10.777,Marketing
2.2873,2.323,Sales
9.6355,25.459,Sales
5.9541,1.2152,Marketing
4.6508,18.035,Sales
3.194,6.102,Sales
1.9952,14.336,Sales
6.0404,14.984,Engineering
5.7455,19.554,Engineering
5.9381,22.011,Engineering
2.4424,14.245,Marketing
3.1839,18.26,Engineering
5.1993,8.3881,Marketing
0.69316,21.904,Sales
2.8383,7.2695,Sales
3.7151,0.29456,Marketing
5.2586,20.137,Sales
5.8405,20.443,Marketing
3.9235,3.2444,HR
4.1767,5.4441,Sales
8.482,2.5536,Marketing
5.7956,17.518,HR
1.4943,11.795,HR
4.3028,24.045,HR
7.6501,29.373,Marketing
9.8121,22.76,Sales
8.1189,4.4809,Marketing
0.053206,10.019,HR
4.3304,3.373,Marketing
7.8258,29.832,Engineering
3.0568,26.829,HR
2.0317,16.177,HR
9.4311,1.9271,Marketing
7.3524,25.127,Sales
5.1695,19.075,Marketing
8.1159,17.426,Engineering
1.1045,9.5659,HR
1.6712,18.976,Engineering
7.1134,27.03,HR
4.5189,15.666,Engineering
9.7016,6.5121,HR
0.98591,1.3168,Engineering
0.67393,26.281,HR
1.3782,29.33,Marketing
1.5049,19.838,Sales
2.8376,23.335,Sales
6.6978,6.2522,Marketing
9.2288,21.324,HR
2.4142,5.7522,Marketing
9.5089,18.862,Sales
2.2816,15.197,HR
5.8534,23.447,Marketing
3.4203,21.545,Engineering
1.7305,21.884,Sales
2.2153,23.021,Marketing
7.2907,1.9549,Marketing
2.5485,29.336,Marketing
1.1465,10.571,Marketing
7.607,7.2832,HR
2.0717,11.111,HR
5.3732,9.856,Marketing
1.5497,4.6871,HR
1.2678,24.809,Marketing
2.4347,8.263,Marketing
1.0423,18.044,Sales
1.5804,13.012,Marketing
6.3317,24.971,Sales
8.8016,7.1661,HR
5.1149,20.373,Engineering
4.5343,17.531,Engineering
9.884,22.134,HR
6.3072,5.4377,Marketing
4.8312,8.0102,Marketing
4.6462,26.04,HR
3.6129,23.463,Marketing
8.6782,18.221,Engineering
8.3164,5.4067,HR
9.0477,3.2372,HR
3.4289,28.819,Marketing
5.0362,19.019,Engineering
8.3255,19.343,Marketing
9.2345,26.568,HR
8.9361,26.753,Sales
5.9949,22.708,Engineering
6.2859,20.211,Marketing
8.6992,16.111,Engineering
2.5009,28.798,Marketing
8.4315,26.998,Marketing
8.0758,22.705,Sales
3.0941,16.311,Engineering
0.46641,28.392,HR
5.1445,10.788,Marketing
7.0362,12.879,Sales
8.4327,16.168,Marketing
2.8098,1.6501,Sales
2.406,20.699,Sales
8.4884,18.797,HR
1.5842,12.631,Marketing
9.1386,25.345,Sales
2.5461,21.295,Engineering
8.9805,18.93,Engineering
5.2746,18.525,Engineering
4.3269,24.492,Sales
6.9476,6.251,HR
8.3925,29.735,HR
2.7384,21.995,Sales
2.6816,24.8,Sales
5.7975,17.266,Engineering
3.8903,24.869,Sales
2.3275,14.909,HR
9.2979,16.868,Sales
6.6612,5.2618,HR
3.7302,18.906,Engineering
3.6966,24.709,Engineering
8.0322,18.65,HR
0.75251,6.9765,HR
5.2476,18.708,Marketing
6.4454,11.736,HR
1.4479,1.0575,Marketing
3.4192,21.465,Engineering
6.3966,24.244,Marketing
5.8129,20.439,Engineering
3.0527,4.0088,Sales
5.5419,7.5206,HR
1.2633,1.8186,Sales
9.3491,11.322,Sales
3.7715,18.709,Engineering
1.2458,19.714,Engineering
4.6884,18.26,Engineering
5.9102,29.461,HR
3.9137,19.901,Engineering
1.6611,23.081,HR
2.8768,3.8827,Sales
8.5425,29.766,HR
0.15343,11.786,HR
5.5586,2.0791,Marketing
4.7035,12.115,HR
6.7256,9.1798,Sales
5.2362,27.223,Marketing
7.375,21.736,Marketing
5.562,19.287,Engineering
5.9976,10.068,Sales
7.155,10.642,Engineering
7.9259,16.92,HR
8.7402,3.181,HR
1.4838,20.434,HR
8.9234,12.156,Marketing
3.1415,28.121,HR
3.7666,18.426,Engineering
9.2167,21.145,Sales
9.6401,13.167,Sales
2.2952,17.453,HR
4.062,8.936,HR
9.328,19.507,Engineering
0.43236,21.223,Marketing
6.6375,8.9814,Marketing
4.4361,3.0454,Sales
5.307,25.915,Marketing
0.1963,26.824,HR
1.5854,3.1163,HR
0.75749,20.355,Engineering
0.61843,4.6628,Sales
7.7163,19.613,Engineering
1.7422,8.0938,Sales
4.4222,8.5296,HR
6.8069,26.164,HR
6.2517,4.8833,Sales
5.3665,16.712,Engineering
5.9138,18.281,Marketing
4.5893,17.685,Engineering
7.3402,18.386,Engineering
8.5969,2.5173,Marketing
7.6774,4.5321,Sales
9.8962,19.425,HR
5.9133,8.7367,Marketing
3.2158,16.812,Marketing
4.3421,19.565,Engineering
5.9998,23.446,Sales
9.4839,13.92,Sales
