month,humidity,season
5.3719,7.5467,Summer
9.1214,19.587,Fall
4.323,23.107,Fall
5.1765,3.3446,Winter
5.6292,5.4182,Spring
1.2701,23.567,Spring
6.6699,20.865,Summer
4.9168,19.435,Fall
0.79343,22.288,Summer
4.5887,20.164,Fall
3.2328,2.7926,Winter
7.5701,13.956,Spring
9.272,0.11022,Summer
3.6592,20.979,Winter
2.7999,0.34648,Fall
8.1493,20.072,Fall
3.8318,26.513,Fall
6.8002,29.284,Winter
5.1398,10.802,Spring
8.9918,9.9152,Summer
4.9548,0.49446,Winter
6.6457,2.1818,Winter
5.0927,17.895,Summer
5.2592,22.801,Summer
1.2228,0.30883,Winter
6.6889,8.0616,Summer
5.2427,18.015,Summer
1.7815,23.078,Winter
2.1292,16.219,Fall
0.48366,24.374,Summer
6.2601,4.1048,Summer
2.9837,29.16,Summer
4.0862,12.26,Winter
6.8309,14.614,Summer
4.8661,27.312,Spring
5.4125,0.5336,Winter
9.2779,21.454,Fall
7.5492,3.1247,Spring
4.3428,27.078,Summer
0.13277,24.141,Spring
2.8803,21.871,Fall
3.0848,6.46,Spring
9.3737,21.191,Fall
9.3446,11.248,Winter
9.5799,11.544,Spring
0.42316,11.773,Summer
4.0889,27.527,Spring
7.1112,15.279,Winter
3.7084,21.134,Fall
2.6151,29.731,Spring
5.4985,4.7354,Spring
4.3119,23.085,Fall
7.2561,9.6713,Summer
9.3529,13.228,Spring
9.6601,19.984,Spring
6.851,26.412,Spring
5.2407,18.684,Summer
6.7345,14.604,Spring
7.7584,21.469,Fall
3.2287,3.5542,Winter
5.7711,26.301,Spring
5.147,20.579,Fall
7.7838,26.674,Summer
0.32925,20.705,Fall
4.5957,17.262,Spring
9.0821,20.703,Fall
3.9458,20.044,Fall
6.0488,24.417,Spring
6.512,22.327,Fall
6.2386,9.5345,Spring
5.0951,21.167,Winter
1.2023,29.338,Winter
7.084,12.688,Spring
2.0731,16.24,Fall
8.4928,25.397,Winter
4.2787,25.014,Spring
2.3971,20.155,Fall
1.0526,2.6967,Spring
6.1813,8.3615,Spring
8.8921,12.803,Spring
5.5736,7.2634,Summer
4.2691,1.3833,Winter
2.3067,12.12,Winter
5.2119,28.674,Summer
8.0153,20.358,Winter
