experience,salary,department
0.51827,23.155,Sales
2.3082,21.603,Sales
1.7248,18.084,Marketing
7.7059,12.251,Sales
2.2407,14.358,Engineering
1.2805,12.985,HR
8.9584,22.465,Sales
3.8513,13.077,Marketing
6.8233,20.761,Engineering
0.388,19.314,Engineering
5.5143,12.022,Sales
9.1279,7.2455,Sales
5.5509,22.765,Engineering
8.5302,27.078,Sales
1.6219,21.232,Engineering
9.7108,14.538,HR
1.0251,19.42,Sales
1.1126,22.126,Engineering
7.6858,29.092,HR
6.3958,12.578,HR
5.4298,13.584,Marketing
5.4008,16.193,Marketing
1.6026,28.045,Marketing
0.44539,2.4598,HR
6.3715,20.61,HR
5.5604,13.35,HR
3.3466,21.783,Engineering
6.4009,24.096,Engineering
9.1032,17.807,Sales
9.2724,23.157,HR
7.4513,23.531,Engineering
4.8869,5.1581,HR
2.1634,0.47715,Sales
8.309,20.823,Engineering
5.3837,17.336,Sales
5.254,23.281,Sales
0.30459,16.478,HR
8.0689,0.86594,HR
7.1533,25.249,Sales
9.3277,4.9091,HR
2.2203,21.439,Engineering
2.7909,24.216,Engineering
6.4287,18.923,Engineering
7.586,23.746,Engineering
4.1284,12.001,Marketing
8.8598,19.073,HR
2.676,24.528,Engineering
0.91453,4.935,Sales
2.1818,27.017,HR
7.5003,9.8504,Marketing
7.4657,23.886,Engineering
4.0765,29.246,Sales
7.4421,0.68161,HR
3.9645,19.067,Sales
8.9472,29.454,HR
5.8388,24.445,Sales
0.16627,9.9992,Marketing
9.3334,27.452,Sales
9.6025,17.817,Marketing
7.8773,17.883,Marketing
0.41723,12.739,Sales
7.9213,7.8345,Marketing
8.1565,12.442,HR
7.8392,18.333,Sales
8.0868,21.524,HR
1.4144,29.962,Sales
1.6506,1.1302,Engineering
9.0545,27.11,HR
0.15023,13.946,HR
6.3169,19.442,Engineering
1.0719,21.794,Engineering
4.6689,27.36,Marketing
3.182,26.374,Marketing
8.4779,24.165,Engineering
9.4305,20.621,Sales
5.9774,25.022,Engineering
2.9491,22.941,Engineering
0.36873,8.8786,Marketing
7.9108,17.05,HR
2.6008,13.505,Marketing
1.0829,10.357,Marketing
1.1271,7.9189,HR
3.9331,12.525,Sales
5.27,20.437,Engineering
0.55092,23.164,Engineering
9.0758,23.359,Sales
7.9152,9.8971,HR
6.0471,29.273,Engineering
0.080163,27.358,HR
9.6998,20.908,Marketing
2.3495,25.972,HR
9.935,27.974,Marketing
9.8686,9.6592,HR
8.0822,24.46,Marketing
1.399,6.2259,Sales
5.76,19.718,HR
3.3496,16.421,Marketing
9.6272,21.157,Engineering
3.7689,0.051174,Sales
2.985,21.833,Engineering
6.2428,22.182,Engineering
1.2575,22.776,Marketing
2.3786,18.906,HR
4.4878,2.1156,Marketing
7.6112,3.4324,Sales
7.892,21.193,Engineering
0.71585,22.54,Engineering
6.4368,21.176,Engineering
1.3602,5.7643,Marketing
5.6135,20.531,Sales
3.8335,23.513,Engineering
1.3375,21.687,Engineering
0.21504,4.2387,Marketing
5.089,20.972,Engineering
2.1859,18.17,Sales
4.1359,29.522,Sales
0.86094,18.755,Sales
5.4235,15.637,HR
6.1114,28.32,Sales
9.3729,23.495,Engineering
0.40287,4.3725,Sales
2.3075,9.6238,HR
3.4776,2.0196,Marketing
8.003,7.7245,HR
0.25043,19.838,Engineering
2.5525,22.629,Marketing
9.6794,1.9302,HR
5.0819,21.591,Sales
1.7888,1.3711,Sales
2.3984,9.3643,Marketing
7.5937,20.217,HR
1.7273,24.555,Marketing
6.2636,22.456,Engineering
2.4492,3.3722,HR
4.336,28.593,HR
8.7304,22.356,Engineering
9.7857,27.347,Marketing
2.0876,18.952,Sales
8.0845,10.486,HR
4.3098,8.1434,HR
5.1544,6.8602,Marketing
8.6254,20.14,HR
9.1008,18.176,HR
4.7821,22.097,Engineering
2.829,26.878,HR
7.0738,21.871,Engineering
4.8275,26.105,HR
4.0019,21.067,HR
4.2373,6.9353,HR
8.7788,15.804,Marketing
8.9535,12.43,HR
8.0148,20.82,Sales
5.9107,6.3444,Marketing
2.1407,28.755,HR
1.6216,21.993,Engineering
8.8483,25.674,HR
7.1253,15.459,Sales
0.38424,23.602,Engineering
7.2799,26.402,Sales
8.6843,22.117,Engineering
1.8952,22.254,HR
7.3338,5.1389,Marketing
9.7945,16.713,HR
6.0617,26.889,Sales
0.16423,17.755,Marketing
1.5124,13.94,HR
9.3957,3.355,Marketing
8.4342,28.696,Sales
8.5375,21.896,Marketing
5.5878,25.032,HR
3.2008,13.947,Engineering
2.1917,8.0378,Sales
0.33316,10.869,HR
3.7957,28.299,Marketing
0.13423,15.267,Sales
2.8121,15.025,Marketing
0.40266,2.9098,Engineering
2.0404,21.758,Engineering
3.1677,21.636,HR
7.8513,18.785,Marketing
0.54995,10.717,Sales
8.3076,21.554,Engineering
6.0636,8.4249,Sales
1.6195,3.7438,HR
6.5374,28.595,Engineering
2.1568,12.795,HR
4.2907,17.69,Marketing
7.1078,20.384,Engineering
9.5611,8.9152,HR
2.9945,22.836,Engineering
3.5449,22.627,Marketing
8.1678,5.8907,Marketing
8.4052,18.871,Engineering
8.9499,18.878,Marketing
3.5696,21.148,Engineering
2.2933,11.599,HR
7.2187,14.597,Sales
3.6226,26.106,HR
9.8333,26.067,HR
1.0034,11.82,HR
0.46031,22.898,HR
9.8798,16.054,Sales
5.4885,23.723,Marketing
5.8285,18.625,HR
2.0243,5.6181,HR
0.068051,14.827,HR
9.869,17.225,Sales
3.6273,3.5744,HR
7.3807,10.592,Marketing
5.9449,6.1943,Marketing
1.1845,15.848,HR
1.6904,23.355,Engineering
0.55531,15.68,Marketing
7.9515,23.077,Sales
3.3603,22.119,Sales
6.2436,4.2026,Marketing
2.4283,16.418,HR
3.7589,21.85,Engineering
1.5823,4.3409,HR
6.2595,18.328,Sales
1.7356,20.298,Engineering
5.6101,26.131,Marketing
4.3244,26.035,Sales
0.95802,13.95,HR
9.022,2.8549,Marketing
6.5902,12.917,Sales
9.9442,24.129,HR
6.9916,21.553,HR
6.7537,24.701,Engineering
7.4386,5.3023,Marketing
9.4857,22.261,Engineering
3.9394,22.235,HR
6.6982,21.415,Engineering
6.4999,22.092,Engineering
6.6429,23.159,Sales
3.5105,16.153,HR
3.1141,9.2865,Sales
6.037,7.0228,Marketing
5.9121,22.908,Marketing
3.1611,1.3129,Marketing
6.8576,21.29,Sales
3.1176,0.45603,Engineering
9.9625,8.9604,HR
3.3291,2.842,Sales
6.5683,1.0726,Marketing
2.365,26.42,HR
6.5697,3.2952,Sales
8.4338,8.2945,Marketing
6.9483,26.041,Sales
6.6179,12.834,Marketing
4.6611,28.403,Marketing
2.3283,28.629,HR
7.782,10.749,Marketing
5.3629,0.55727,Marketing
1.8349,7.273,Marketing
0.65899,22.167,Engineering
2.7974,12.845,HR
8.9243,25.713,HR
0.09606,18.859,Marketing
0.17751,7.4107,Engineering
1.5872,28.435,Sales
2.951,5.3738,HR
6.599,22.931,HR
4.9561,4.6406,Sales
9.5759,29.009,Marketing
8.9589,18.692,HR
1.0325,15.998,Marketing
2.6291,20.873,HR
1.8361,25.744,HR
6.4832,16.745,Marketing
7.192,1.0627,Marketing
9.8816,23.643,Engineering
7.4939,26.325,Sales
8.4186,3.0104,Marketing
4.4401,13.906,Sales
8.8189,21.326,Engineering
8.5905,10.985,HR
9.2068,17.147,Sales
2.5949,13.567,Sales
8.4695,11.425,HR
3.5971,28.676,Marketing
2.0235,1.1588,Sales
9.1244,25.727,Sales
3.9092,14.948,Engineering
9.2982,21.963,Engineering
6.6237,4.1102,HR
9.8423,21.564,Engineering
2.8272,2.1711,HR
1.4718,20.368,Engineering
4.1549,15.317,HR
6.1535,0.51497,Marketing
7.8853,20.094,Engineering
2.8025,23.422,Engineering
1.2454,28.604,Marketing
7.6392,27.173,Engineering
0.95269,19.314,Engineering
1.9139,5.5378,Marketing
5.6969,20.854,Engineering
0.11091,14.838,Sales
2.6782,11.408,Sales
1.9336,3.1849,Engineering
7.5152,8.2921,Engineering
5.1508,7.0057,Marketing
3.4255,11.419,Sales
9.6793,3.1899,Engineering
0.35679,23.812,HR
1.5069,24.431,HR
5.0462,18.893,Sales
5.9403,14.049,HR
8.8095,18.329,Sales
3.0327,11.784,Engineering
5.2387,6.3302,HR
6.4931,7.7232,Marketing
4.089,3.8899,Sales
5.6431,29.262,Marketing
8.798,22.296,Engineering
2.0562,7.2383,Marketing
6.2629,3.5624,Engineering
5.5148,20.281,HR
4.7517,10.656,Marketing
3.6764,27.508,HR
0.15769,25.913,Marketing
9.3522,16.971,Engineering
7.471,2.7714,Marketing
2.9216,16.75,HR
3.4289,17.217,Engineering
2.2454,4.1539,HR
8.9069,8.1614,Sales
3.2527,27.812,Engineering
0.32086,19.534,Engineering
8.3102,6.1581,HR
3.5441,21.467,Engineering
7.771,4.9654,HR
4.3439,23.504,Engineering
3.4001,22.956,Engineering
2.8204,23.043,Engineering
5.507,23.742,Sales
6.5815,16.28,HR
3.9558,1.387,Marketing
9.2972,17.023,Marketing
4.0697,20.245,HR
7.8755,0.16464,HR
2.9629,12.867,Sales
9.9862,22.031,Engineering
4.9226,26.584,Marketing
4.3137,10.345,Sales
2.8854,0.090812,Sales
6.9459,19.565,Sales
6.18,22.806,Engineering
6.3819,5.338,Marketing
3.1342,14.33,Engineering
2.6593,22.978,Engineering
7.9889,29.418,Engineering
8.4737,18.454,Sales
3.4191,12.42,HR
4.9197,29.279,Marketing
7.6602,15.385,HR
7.0537,13.126,Marketing
0.74051,21.657,Sales
7.1078,3.4146,HR
8.6861,23.169,Sales
1.7899,9.0798,Sales
3.6138,23.522,Engineering
5.8313,24.172,Engineering
8.3277,22.791,Sales
3.1323,9.9127,Marketing
2.9112,17.425,Sales
2.6188,22.724,Sales
6.0562,12.9,Engineering
7.7209,24.198,HR
3.8797,22.555,Sales
7.3964,16.711,Sales
3.1273,21.255,Engineering
2.1004,23.157,Engineering
4.0256,24.158,Engineering
9.3508,24.758,Marketing
9.9267,22.352,Engineering
1.7025,19.901,HR
4.4398,21.698,Engineering
7.4131,17.369,Sales
3.8899,9.4487,HR
